,date,SLTRIB,C44RO,C43RO
0,2008-01-31,34.48986580645161,6015669.677419355,6829501.935383149
1,2008-02-29,19.817216896551724,6396877.241379309,14104055.172264352
2,2008-03-31,70.36178322580645,4818054.193548387,7316407.741646878
3,2008-04-30,203.7378471666668,1576512.0,20746367.998720687
4,2008-05-31,8.554643548387096,3483870.9677419346,969909.677429015
5,2008-06-30,374.9376991666663,7810560.000000001,44637119.998815216
6,2008-07-31,1220.6510187096776,27845883.870967742,173691870.9676831
7,2008-08-31,4646.435768064518,85622873.80645162,507154064.51592743
8,2008-09-30,1258.218018166667,30377951.999999996,218790720.0025749
9,2008-10-31,762.6698264516124,8336206.451612903,132214296.77395897
10,2008-11-30,232.3690084999998,0.0,10863360.00002373
11,2008-12-31,32.69895725806451,1688980.6451612902,19233754.838106275
12,2009-01-31,24.315790483870966,1362332.9032258063,3784877.419213671
13,2009-02-28,14.407293928571425,145028.57142857142,5841257.143183652
14,2009-03-31,8.712683709677417,1148283.8709677418,1128774.1941815908
15,2009-04-30,12.130424833333327,394387.2,207359.99959355185
16,2009-05-31,300.9097467741934,18528061.93548387,64234219.35525255
17,2009-06-30,1068.4083079999998,20194560.0,153216000.0001439
18,2009-07-31,1216.9911412903225,20459520.0,265265280.00126347
19,2009-08-31,1605.58182548387,23482126.4516129,233182451.61218435
20,2009-09-30,1566.4268103333334,34045920.0,222240959.99999997
21,2009-10-31,53.43293064516128,4295752.258064516,16697496.774141967
22,2009-11-30,21.61948883333333,69120.0,4628159.99972125
23,2009-12-31,1033.394542258065,3927019.35483871,47174399.99997631
24,2010-01-31,144.40711790322584,4577806.451612903,25872619.356148858
25,2010-02-28,508.3228792857144,3493645.7142857136,23886514.285890862
26,2010-03-31,1235.4332124193543,29935370.322580647,153524438.70942608
27,2010-04-30,745.057476833333,32082336.0,144463679.9983917
28,2010-05-31,236.01666499999996,4278193.548387098,136155251.61402363
29,2010-06-30,471.1810861666666,14293440.0,126377279.99749805
30,2010-07-31,77.75447967741937,15206400.000000002,272104258.05940795
31,2010-08-31,293.6597343548388,21998276.129032258,190843664.51647952
32,2010-09-30,449.2032449999998,13129344.0,111879359.99910498
33,2010-10-31,56.22326725806451,1479390.9677419353,2898580.644365321
34,2010-11-30,18.50142683333333,0.0,10324799.998879723
35,2010-12-31,6.23586806451613,610374.1935483871,9969445.160799472
36,2011-01-31,13.130130161290323,3776516.129032258,18244335.48387097
37,2011-02-28,10.975838928571427,721131.4285714284,7553828.571425746
38,2011-03-31,8.427315645161292,1022864.516129032,14247638.709808473
39,2011-04-30,6.385547666666666,1423872.0,2525759.999651938
40,2011-05-31,1.557367419354839,1312722.5806451612,6499509.677532543
41,2011-06-30,78.05403083333347,1808640.0,39177215.99941744
42,2011-07-31,995.4962556451611,12355757.419354837,149491509.67618322
43,2011-08-31,1204.7900569354836,3717987.0967741935,198129135.4852907
44,2011-09-30,1141.5379695000001,11189088.0,180069120.00052944
45,2011-10-31,2497.231618709678,20426632.258064516,192432309.6779952
46,2011-11-30,635.7124111666664,3980160.0000000005,87635520.00001921
47,2011-12-31,220.48586,8507334.193548387,7029058.065268172
48,2012-01-31,21.556166129032256,1471587.0967741935,6786580.644178676
49,2012-02-29,18.78100913793103,2583657.9310344825,7725351.72618014
50,2012-03-31,37.82854419354839,2476335.4838709678,942038.7096777838
51,2012-04-30,14.301696166666664,1687680.0000000002,12870720.001431232
52,2012-05-31,52.65168758064514,16256578.064516127,27263380.643642165
53,2012-06-30,447.600577,9714528.0,41806080.00065111
54,2012-07-31,359.31230467741926,9846812.903225806,76946167.74214098
55,2012-08-31,2184.360087258064,60633290.32258064,218753094.19360888
56,2012-09-30,2177.1120796666664,55918080.00000001,301080959.9996538
57,2012-10-31,1556.6827919354841,45839380.645161286,194416722.5826166
58,2012-11-30,269.0902051666666,2404800.0,6857280.001569669
59,2012-12-31,78.9484187096774,6092593.548387097,17054245.160671517
60,2013-01-31,48.77042596774191,3371550.9677419355,15827922.58252144
61,2013-02-28,56.24639285714282,9150685.714285715,32967771.429237768
62,2013-03-31,17.115045645161292,2511341.419354839,12887535.483915076
63,2013-04-30,21.064770000000006,1198080.0,26251200.001495454
64,2013-05-31,345.40988919354817,14959463.22580645,56580851.612470336
65,2013-06-30,1304.8104331666666,60929855.99999999,228654720.000547
66,2013-07-31,3049.6357288709664,98367793.5483871,515944289.05803996
67,2013-08-31,1203.6972124193544,71363612.90322581,426203117.43481547
68,2013-09-30,2244.941168,96159744.0,394358399.9831148
69,2013-10-31,226.6263920967742,24721548.387096774,99309832.2504812
70,2013-11-30,70.57755816666669,3928320.0,14247359.999114022
71,2013-12-31,167.72923887096766,2809114.8387096776,13068696.772719901
72,2014-01-31,451.02230645161285,14476180.645161292,16951122.581458084
73,2014-02-28,534.2465158928571,12435428.57142857,52528114.28428858
74,2014-03-31,117.56972306451614,5746993.548387097,29158606.45337007
75,2014-04-30,93.60533199999998,1575360.0,12706560.000421893
76,2014-05-31,93.69798064516125,2896629.6774193547,12257651.612469787
77,2014-06-30,1096.9158311666672,47806560.00000001,63342719.999183334
78,2014-07-31,1581.704964354838,42445755.87096774,111977187.09652248
79,2014-08-31,1092.7063109677417,9234766.451612905,168466064.51665768
80,2014-09-30,1781.8157364999997,33992150.39999999,228913919.99976394
81,2014-10-31,951.7325675806451,15846596.129032258,104736309.67569636
82,2014-11-30,113.55934199999996,5817024.0,28912320.001417104
83,2014-12-31,42.662525645161296,1695669.6774193547,27517006.452495087
84,2015-01-31,148.84631887096782,3440392.258064515,22408258.065375708
85,2015-02-28,217.06998964285714,8559771.42857143,17357142.85843537
86,2015-03-31,58.412795322580635,5256464.516129032,14791122.582723401
87,2015-04-30,206.14713850000012,2183040.0,64558080.00003899
88,2015-05-31,112.56554451612901,4660025.806451612,12179612.903014373
89,2015-06-30,20.88757733333333,5944464.000000001,62130239.99980496
90,2015-07-31,205.06510725806447,5432330.322580645,97464774.19352259
91,2015-08-31,711.7565806451613,8871468.387096776,187329135.4838851
92,2015-09-30,2383.3742611666667,63475200.0,253302623.99999535
93,2015-10-31,265.29248516129024,7763179.354838709,32441806.45080336
94,2015-11-30,315.122612,3313440.0,23618880.000322547
95,2015-12-31,827.2685824193546,23350296.774193548,61881909.67663852
96,2016-01-31,2309.644985483871,45691664.51612903,275248103.2262698
97,2016-02-29,1533.8980031034475,64087944.82758622,194504275.85552236
98,2016-03-31,294.6578827419352,29219922.580645163,37734503.237486996
99,2016-04-30,292.5993083333332,15238080.0,15612479.998285312
100,2016-05-31,825.9837862903228,19005212.903225806,118211922.58537668
101,2016-06-30,1427.8171856666665,26503200.0,259562880.000779
102,2016-07-31,187.2436796774193,4763148.387096775,157195045.1602561
