date,S352_Out,S351_Out,S354_Out,RegWCA_cfs,RegWCA_acft
12/17/2011,0,0,0,0,0
12/18/2011,0,0,0,0,0
12/19/2011,0,0,0,0,0
12/20/2011,264.7902496,0,38.41003621,303.2002858,601.3977669
12/21/2011,295.8502789,0,95.31008984,391.1603687,775.8665914
12/22/2011,138.0101301,0,0,138.0101301,273.743093
12/23/2011,33.3100314,0,0,33.3100314,66.07044728
12/24/2011,0,0,0,0,0
12/25/2011,0,0,0,0,0
12/26/2011,0,0,0,0,0
12/27/2011,0,0,0,0,0
12/28/2011,125.4001182,0,0,125.4001182,248.7311345
12/29/2011,367.7003466,0,0,367.7003466,729.3336375
12/30/2011,108.4401022,0,0,108.4401022,215.0909427
12/31/2011,0,0,0,0,0
1/1/2012,0,0,0,0,0
1/2/2012,140.8601328,0,0,140.8601328,279.3960734
1/3/2012,334.2803151,262.1502471,316.6202985,913.0508607,1811.036382
1/4/2012,343.6003239,292.1202754,382.8403609,1018.56096,2020.315664
1/5/2012,219.7902072,0,260.5202456,480.3104528,952.695783
1/6/2012,1.720001621,0,1.410001329,3.13000295,6.208360852
1/7/2012,109.7701035,0,0,109.7701035,217.7290002
1/8/2012,38.61003639,0,0,38.61003639,76.58300719
1/9/2012,0.750000707,0,0,0.750000707,1.487626402
1/10/2012,188.860178,0,0,188.860178,374.6041631
1/11/2012,56.31005308,0,0,56.31005308,111.6909903
1/12/2012,103.2400973,21.38002015,47.41004469,172.0301622,341.2218266
1/13/2012,298.5702814,313.4302954,237.0502234,849.0508003,1684.092262
1/14/2012,196.0901848,167.570158,192.6801816,556.3405244,1103.50143
1/15/2012,144.1001358,136.6201288,227.8002147,508.5204793,1008.650371
1/16/2012,230.1302169,183.2701728,171.6801618,585.0805515,1160.507274
1/17/2012,359.3103387,469.970443,234.2902208,1063.571003,2109.593084
1/18/2012,532.3805018,422.0003978,443.1704177,1397.551317,2772.043038
1/19/2012,587.8105541,128.0401207,359.0403384,1074.891013,2132.046325
1/20/2012,373.2603518,9.650009096,93.85008847,476.7604494,945.6543514
1/21/2012,350.6203305,0,0,350.6203305,695.4554256
1/22/2012,221.760209,0,0,221.760209,439.8613746
1/23/2012,476.9804496,740.4006979,212.7602006,1430.141348,2836.685364
1/24/2012,797.0507513,1140.221075,226.7802138,2164.05204,4292.397221
1/25/2012,733.4106913,1121.481057,134.3001266,1989.191875,3945.562084
1/26/2012,307.2102896,383.3203613,0,690.5306509,1369.667546
1/27/2012,4.310004063,75.92007156,0,80.23007563,159.136355
1/28/2012,0,0,0,0,0
1/29/2012,167.7801582,323.2803047,0,491.0604629,974.0184281
1/30/2012,456.4704303,750.2607072,12.33001162,1219.061149,2418.007789
1/31/2012,698.8606588,956.6009017,330.7903118,1986.251872,3939.730589
2/1/2012,766.6007226,1280.751207,665.7906276,2713.142557,5381.518263
2/2/2012,698.8906588,1266.741194,530.9605005,2496.592353,4951.990933
2/3/2012,591.1105572,480.4804529,165.6701562,1237.261166,2454.107523
2/4/2012,476.5704492,192.9501819,150.8101422,820.3307733,1627.126089
2/5/2012,406.1803829,0,0,406.1803829,805.6587894
2/6/2012,148.3601398,0,0,148.3601398,294.2723374
2/7/2012,0,0,0,0,0
2/8/2012,0,0,0,0,0
2/9/2012,0,0,0,0,0
2/10/2012,0,0,0,0,0
2/11/2012,0,0,0,0,0
2/12/2012,0,0,0,0,0
2/13/2012,0,0,0,0,0
2/14/2012,0,465.2304385,0,465.2304385,922.7845748
2/15/2012,0,314.8902968,0.750000707,315.6402975,626.0725302
2/16/2012,0,0,0,0,0
2/17/2012,0,125.210118,0,125.210118,248.3542691
2/18/2012,0,115.3001087,0,115.3001087,228.6977656
2/19/2012,0,188.2001774,0,188.2001774,373.2950519
2/20/2012,74.34007007,247.6002334,60.85005736,382.7903608,759.2646807
2/21/2012,196.5101852,614.7405795,114.2501077,925.5008724,1835.73098
2/22/2012,290.9102742,735.2506931,0,1026.160967,2035.390279
2/23/2012,265.8202506,714.6906737,0,980.5109243,1944.843418
2/24/2012,235.2002217,484.4304566,0,719.6306783,1427.38745
2/25/2012,169.1801595,341.7403221,37.05003492,547.9705165,1086.89952
2/26/2012,63.24005961,46.26004361,0,109.5001032,217.1934547
2/27/2012,88.85008375,274.0802584,11.09001045,374.0203526,741.8693693
2/28/2012,297.8902808,565.5805331,186.8401761,1050.31099,2083.291849
2/29/2012,446.9004213,766.7107227,280.2602642,1493.871408,2963.093938
3/1/2012,325.0603064,743.0307004,279.3602633,1347.45127,2672.669594
3/2/2012,145.6201373,526.5204963,276.6702608,948.8108944,1881.966409
3/3/2012,34.01003206,414.1403904,291.0602744,739.2106968,1466.224417
3/4/2012,8.110007645,196.0401848,71.06006698,275.2102594,545.8795496
3/5/2012,141.060133,439.3804142,274.6002588,855.040806,1695.973439
3/6/2012,374.9803535,745.7307029,435.9304109,1556.641467,3087.59835
3/7/2012,616.4705811,936.5508828,701.7706615,2254.792125,4472.380181
3/8/2012,595.6905615,965.5109101,519.7004899,2080.901962,4127.469041
3/9/2012,41.93003952,101.3600955,0,143.2901351,284.2159829
3/10/2012,0,0,0,0,0
3/11/2012,0,0,0,0,0
3/12/2012,0,0,0,0,0
3/13/2012,0,0,333.4703143,333.4703143,661.4383685
3/14/2012,0,190.5501796,498.2204696,688.7706493,1366.176583
3/15/2012,0,233.1002197,390.8703684,623.9705882,1237.645662
3/16/2012,0,157.8801488,122.8101158,280.6902646,556.7491398
3/17/2012,0,496.8204683,241.7902279,738.6106962,1465.034316
3/18/2012,0,520.4804906,273.6302579,794.1107485,1575.11867
3/19/2012,74.54007026,729.6006877,290.4002737,1094.541032,2171.022136
3/20/2012,266.7902515,983.6709272,408.3703849,1658.831564,3290.292407
3/21/2012,411.4303878,1073.711012,313.0702951,1798.211695,3566.752897
3/22/2012,623.3305876,1125.381061,531.3205008,2280.032149,4522.443768
3/23/2012,603.5405689,1164.841098,661.2606233,2429.64229,4819.195483
3/24/2012,272.4802568,1042.140982,570.6105379,1885.231777,3739.35723
3/25/2012,196.0201848,876.7208264,342.3903227,1415.131334,2806.913001
3/26/2012,576.2605432,1153.031087,517.3204876,2246.612118,4456.155135
3/27/2012,822.2907751,1446.581364,707.1506666,2976.022805,5902.941234
3/28/2012,842.5407942,1503.531417,961.4709063,3307.543118,6560.511774
3/29/2012,848.3907997,1510.031423,849.3008006,3207.723024,6362.518617
3/30/2012,803.2607572,1188.50112,396.720374,2388.482251,4737.554546
3/31/2012,697.2306572,1021.660963,485.7104578,2204.602078,4372.828222
4/1/2012,564.5705322,778.5907339,159.8201507,1502.981417,2981.16364
4/2/2012,529.9004995,971.8109161,574.6305417,2076.341957,4118.424272
4/3/2012,745.5107027,1058.260998,297.7102806,2101.481981,4168.289509
4/4/2012,790.5307452,1127.191063,819.9007729,2737.622581,5430.074389
4/5/2012,735.0806929,942.070888,665.5506274,2342.702208,4646.74983
4/6/2012,673.5106349,897.3208458,629.6505935,2200.482074,4364.656194
4/7/2012,474.5004473,766.960723,580.0805468,1821.541717,3613.027996
4/8/2012,451.1104252,818.0107711,585.3505518,1854.471748,3678.344712
4/9/2012,690.3006507,1338.561262,763.9807201,2792.842633,5539.603362
4/10/2012,847.1907986,1541.251453,697.8906578,3086.332909,6121.741326
4/11/2012,871.2708213,1445.771363,748.4607055,3065.50289,6080.424982
4/12/2012,840.2607921,1459.321376,1049.660989,3349.243157,6643.223802
4/13/2012,757.2407138,1406.401326,825.400778,2989.042818,5928.766429
4/14/2012,411.6703881,988.2909316,318.8103005,1718.77162,3409.183509
4/15/2012,516.1604865,778.3007336,334.6603155,1629.121536,3231.362566
4/16/2012,608.0305731,882.1908316,408.2603848,1898.48179,3765.63863
4/17/2012,661.4206235,940.1308862,374.1003526,1975.651862,3918.705469
4/18/2012,638.3206017,1060.921,542.7505116,2241.992113,4446.991357
4/19/2012,552.2005205,1052.830992,112.1301057,1717.161619,3405.990071
4/20/2012,201.4101899,494.7904664,182.1901717,878.390828,1742.288207
4/21/2012,0,0,0,0,0
4/22/2012,0,0,0,0,0
4/23/2012,363.1403423,0,0,363.1403423,720.288869
4/24/2012,434.5904097,46.97004428,0,481.5604539,955.1751604
4/25/2012,444.3504189,305.2802878,71.04006696,820.6707736,1627.800479
4/26/2012,499.0904705,655.4906179,264.9102497,1419.491338,2815.561069
4/27/2012,527.4804972,706.3606658,375.0803536,1608.921517,3191.295828
4/28/2012,52.04004905,108.230102,122.9401159,283.210267,561.7475645
4/29/2012,0,0,128.4801211,128.4801211,254.8403202
4/30/2012,110.0401037,0,0,110.0401037,218.2645457
5/1/2012,0,0,0,0,0
5/2/2012,0,0,0,0,0
5/3/2012,0,0,133.2001256,133.2001256,264.202449
5/4/2012,0,0,209.000197,209.000197,414.5518908
5/5/2012,81.40007673,84.47007962,466.4204397,632.290596,1254.148397
5/6/2012,300.5202833,640.0206033,406.0003827,1346.541269,2670.864608
5/7/2012,547.1005157,667.0406288,468.6804418,1682.821586,3337.876616
5/8/2012,356.440336,306.8602893,174.3301643,837.6307896,1661.440671
5/9/2012,430.1204054,13.18001242,0,443.3004179,879.2863788
5/10/2012,0,0,0,0,0
5/11/2012,0,0,0,0,0
5/12/2012,0,0,0,0,0
5/13/2012,0,0,0,0,0
5/14/2012,0,0,0,0,0
5/15/2012,0,0,0,0,0
5/16/2012,0,0,0,0,0
5/17/2012,0,0,0,0,0
5/18/2012,0,0,0,0,0
5/19/2012,0,0,0,0,0
5/20/2012,0,0,0,0,0
5/21/2012,0,0,0,0,0
5/22/2012,0,0,0,0,0
5/23/2012,0,0,0,0,0
5/24/2012,0,0,0,0,0
5/25/2012,0,0,0,0,0
5/26/2012,0,0,0,0,0
5/27/2012,0,0,0,0,0
5/28/2012,0,0,0,0,0
5/29/2012,0,0,0,0,0
5/30/2012,0,0,0,0,0
5/31/2012,0,0,0,0,0
6/1/2012,0,0,0,0,0
6/2/2012,0,0,0,0,0
6/3/2012,0,0,0,0,0
6/4/2012,0,0,0,0,0
6/5/2012,0,0,0,0,0
6/6/2012,0,0,0,0,0
6/7/2012,0,0,0,0,0
6/8/2012,0,0,0,0,0
6/9/2012,0,0,0,0,0
6/10/2012,0,0,0,0,0
6/11/2012,0,0,0,0,0
6/12/2012,0,0,0,0,0
6/13/2012,0,0,0,0,0
6/14/2012,0,0,0,0,0
6/15/2012,0,0,0,0,0
6/16/2012,0,0,0,0,0
6/17/2012,0,0,0,0,0
6/18/2012,5.75000542,0,0,5.75000542,11.40513575
6/19/2012,0,116.7501101,15.52001463,132.2701247,262.3577923
6/20/2012,0,0,0,0,0
6/21/2012,0,0,0,0,0
6/22/2012,0,0,0,0,0
6/23/2012,0,0,0,0,0
6/24/2012,0,0,0,0,0
6/25/2012,0,0,0,0,0
6/26/2012,0,0,0,0,0
6/27/2012,0,0,0,0,0
6/28/2012,0,0,0,0,0
6/29/2012,0,0,0,0,0
6/30/2012,0,0,0,0,0
7/1/2012,0,0,0,0,0
7/2/2012,0,0,0,0,0
7/3/2012,0,0,0,0,0
7/4/2012,0,0,0,0,0
7/5/2012,0,0,0,0,0
7/6/2012,0,0,0,0,0
7/7/2012,0,0,0,0,0
7/8/2012,0,0,0,0,0
7/9/2012,0,0,0,0,0
7/10/2012,0,0,0,0,0
7/11/2012,0,0,0,0,0
7/12/2012,0,0,0,0,0
7/13/2012,0,0,0,0,0
7/14/2012,0,0,0,0,0
7/15/2012,0,0,0,0,0
7/16/2012,0,0,0,0,0
7/17/2012,0,0,0,0,0
7/18/2012,0,0,0,0,0
7/19/2012,0,0,0,0,0
7/20/2012,0,0,0,0,0
7/21/2012,0,0,0,0,0
7/22/2012,0,0,0,0,0
7/23/2012,0,0,0,0,0
7/24/2012,0,0,0,0,0
7/25/2012,0,0,0,0,0
7/26/2012,0,0,0,0,0
7/27/2012,0,0,0,0,0
7/28/2012,0,0,0,0,0
7/29/2012,0,0,0,0,0
7/30/2012,72.01006788,0,0,72.01006788,142.8319696
7/31/2012,488.3404603,0,0,488.3404603,968.623303
8/1/2012,496.7104682,0,0,496.7104682,985.2252137
8/2/2012,164.5401551,0,0,164.5401551,326.3653976
8/3/2012,0,0,0,0,0
8/4/2012,0,0,0,0,0
8/5/2012,0,0,0,0,0
8/6/2012,0,0,0,0,0
8/7/2012,0,0,0,0,0
8/8/2012,0,0,0,0,0
8/9/2012,0,0,0,0,0
8/10/2012,0,0,0,0,0
8/11/2012,0,0,0,0,0
8/12/2012,0,0,0,0,0
8/13/2012,0,0,0,0,0
8/14/2012,0,0,0,0,0
8/15/2012,0,0,0,0,0
8/16/2012,0.070000066,0,0,0.070000066,0.138845131
8/17/2012,0,0,0,0,0
8/18/2012,0,0,0,0,0
8/19/2012,0,0,0,0,0
8/20/2012,64.62006091,0,0,64.62006091,128.1738908
8/21/2012,79.80007522,0,0,79.80007522,158.2834492
8/22/2012,0,0,0,0,0
8/23/2012,0,0,0,0,0
8/24/2012,0,0,0,0,0
8/25/2012,0,0,0,0,0
8/26/2012,0,0,0,0,0
8/27/2012,0,0,0,0,0
8/28/2012,0,0,0,0,0
8/29/2012,0,0,0,0,0
8/30/2012,0,0,0,0,0
8/31/2012,0,0,0,0,0
9/1/2012,0,0,0,0,0
9/2/2012,0,0,0,0,0
9/3/2012,0,0,0,0,0
9/4/2012,0,0,0,0,0
9/5/2012,0,0,0,0,0
9/6/2012,0,0,0,0,0
9/7/2012,0,0,0,0,0
9/8/2012,0,0,0,0,0
9/9/2012,0,0,0,0,0
9/10/2012,0,0,0,0,0
9/11/2012,0,0,0,0,0
9/12/2012,0,0,0,0,0
9/13/2012,0,0,0,0,0
9/14/2012,0,0,0,0,0
9/15/2012,0,0,0,0,0
9/16/2012,0,0,0,0,0
9/17/2012,0,0,0,0,0
9/18/2012,0,0,0,0,0
9/19/2012,0,0,0,0,0
9/20/2012,0,0,0,0,0
9/21/2012,0,0,0,0,0
9/22/2012,0,0,0,0,0
9/23/2012,0,0,0,0,0
9/24/2012,0,0,0,0,0
9/25/2012,0,0,0,0,0
9/26/2012,0,0,0,0,0
9/27/2012,0,0,0,0,0
9/28/2012,0,0,0,0,0
9/29/2012,0,0,0,0,0
9/30/2012,0,0,0,0,0
10/1/2012,0,0,0,0,0
10/2/2012,0,0,0,0,0
10/3/2012,0,0,0,0,0
10/4/2012,0,0,0,0,0
10/5/2012,0,0,0,0,0
10/6/2012,0,0,0,0,0
10/7/2012,0,0,0,0,0
10/8/2012,0,0,0,0,0
10/9/2012,0,0,0,0,0
10/10/2012,0,0,0,0,0
10/11/2012,0,0,0,0,0
10/12/2012,0,0,0,0,0
10/13/2012,0,0,0,0,0
10/14/2012,0,0,0,0,0
10/15/2012,0,0,0,0,0
10/16/2012,0,0,0,0,0
10/17/2012,0,0,0,0,0
10/18/2012,0,0,0,0,0
10/19/2012,0,0,0,0,0
10/20/2012,0,0,0,0,0
10/21/2012,0,0,0,0,0
10/22/2012,0,0,0,0,0
10/23/2012,0,0,0,0,0
10/24/2012,0,0,0,0,0
10/25/2012,0,0,0,0,0
10/26/2012,0,0,0,0,0
10/27/2012,0,0,0,0,0
10/28/2012,0,0,0,0,0
10/29/2012,0,0,0,0,0
10/30/2012,0,0,0,0,0
10/31/2012,0,0,0,0,0
11/1/2012,0,0,0,0,0
11/2/2012,34.67003268,0,0,34.67003268,68.76800982
11/3/2012,112.0501056,0,23.61002226,135.6601279,269.0818636
11/4/2012,135.2801275,0,0,135.2801275,268.3281329
11/5/2012,95.64009015,0,0,95.64009015,189.7021188
11/6/2012,414.5803908,143.5601353,360.4803398,918.6208659,1822.084488
11/7/2012,485.3904575,426.500402,0,911.8908596,1808.73552
11/8/2012,399.0203761,204.6701929,237.4202238,841.1107929,1668.343258
11/9/2012,389.9703676,373.0603517,68.80006485,831.8307841,1649.93636
11/10/2012,172.5501626,245.2802312,300.8802836,718.7106775,1425.562629
11/11/2012,55.96005275,127.9701206,741.8606993,925.7908727,1836.306196
11/12/2012,170.4601607,431.1404064,1216.921147,1818.521714,3607.03782
11/13/2012,245.5702315,1014.610956,1167.0611,2427.242288,4814.435078
11/14/2012,162.5801533,1303.761229,1156.03109,2622.372472,5201.475798
11/15/2012,67.57006369,1410.78133,1105.871042,2584.222436,5125.805202
11/16/2012,323.580305,1351.911274,1152.801087,2828.292666,5609.918503
11/17/2012,421.0903969,1196.421128,1022.550964,2640.062489,5236.563946
11/18/2012,231.6102183,951.1208965,1104.361041,2287.092156,4536.447291
11/19/2012,417.990394,199.7701883,618.3205828,1236.081165,2451.766991
11/20/2012,470.6904437,225.4202125,260.6302457,956.7409018,1897.695579
11/21/2012,470.5604436,908.7108566,282.0102658,1661.281566,3295.151986
11/22/2012,189.860179,215.7902034,129.9901225,535.6405049,1062.442941
11/23/2012,138.6801307,76.87007246,266.6802514,482.2304546,956.5041066
11/24/2012,136.7201289,401.1103781,259.6202447,797.4507517,1581.743566
11/25/2012,53.73005065,293.2902765,257.8902431,604.9105702,1199.840116
11/26/2012,510.250481,401.6403786,334.160315,1246.051175,2471.542505
11/27/2012,350.3303302,729.3506875,506.4204774,1586.101495,3146.032316
11/28/2012,154.4201456,521.0804912,904.930853,1580.43149,3134.78586
11/29/2012,30.04002832,188.3401775,829.7107821,1048.090988,2078.888475
11/30/2012,0,143.4201352,920.0108672,1063.431002,2109.315393
12/1/2012,0,217.500205,1006.110948,1223.611153,2427.032723
12/2/2012,0,93.11008777,820.3307733,913.440861,1811.809948
12/3/2012,0,128.1301208,784.7607397,912.8908605,1810.719022
12/4/2012,0,983.0409266,597.7405634,1580.78149,3135.480086
12/5/2012,301.6802844,1024.140965,277.6402617,1603.461511,3180.465908
12/6/2012,350.2603302,963.9009086,274.1702584,1588.331497,3150.455525
12/7/2012,320.9103025,772.2307279,234.1802207,1327.321251,2632.741702
12/8/2012,37.40003525,190.8501799,0,228.2502152,452.7343018
12/9/2012,0,55.68005249,0,55.68005249,110.4413841
12/10/2012,51.43004848,0,0,51.43004848,102.0115012
12/11/2012,0,0,0,0,0
12/12/2012,0,0,0,0,0
12/13/2012,0,0,0,0,0
12/14/2012,0,0,0,0,0
12/15/2012,0,0,0,0,0
12/16/2012,0,0,0,0,0
12/17/2012,0,0,0,0,0
12/18/2012,0,0,0,0,0
12/19/2012,0,0,0,0,0
12/20/2012,0,0,0,0,0
12/21/2012,0,0,0,0,0
12/22/2012,0,256.9102422,197.8101865,454.7204286,901.9379702
12/23/2012,0,88.84008374,122.3301153,211.1701991,418.8560898
12/24/2012,0,75.50007117,78.71007419,154.2101454,305.8758233
12/25/2012,0,29.36002768,77.8700734,107.2301011,212.6909055
12/26/2012,0,200.4501889,179.4801692,379.9303581,753.5918654
12/27/2012,0,422.240398,11.51001085,433.7504089,860.343936
12/28/2012,0,261.6602466,104.4400984,366.1003451,726.1600345
12/29/2012,0,0,54.86005171,54.86005171,108.8149126
12/30/2012,0,88.04008299,222.6402099,310.6802929,616.2343609
12/31/2012,0,39.06003682,113.1201066,152.1801434,301.8493145
1/1/2013,0,146.4801381,181.2401708,327.7203089,650.0332327
1/2/2013,0,169.2801596,118.6901119,287.9702714,571.1890334
1/3/2013,0,236.600223,215.5002031,452.1004262,896.7411953
1/4/2013,0,329.880311,146.6801383,476.5604492,945.257651
1/5/2013,0,119.7201129,38.32003612,158.040149,313.4726355
1/6/2013,0,26.02002453,125.1101179,151.1301425,299.7666376
1/7/2013,0,218.570206,40.75003841,259.3202444,514.3617048
1/8/2013,0,0,0,0,0
1/9/2013,0,0,0,0,0
1/10/2013,0,0,72.34006819,72.34006819,143.4865253
1/11/2013,0,0,379.8703581,379.8703581,753.4728552
1/12/2013,0,0,53.63005055,53.63005055,106.3752053
1/13/2013,0,0,120.5401136,120.5401136,239.0913154
1/14/2013,0,0,513.9304844,513.9304844,1019.381116
1/15/2013,0,0,547.8605164,547.8605164,1086.681334
1/16/2013,0,0,426.5904021,426.5904021,846.1420626
1/17/2013,0,0,525.0204949,525.0204949,1041.378152
1/18/2013,0,0,529.7204993,529.7204993,1050.70061
1/19/2013,0,0,629.7805936,629.7805936,1249.169807
1/20/2013,0,0,770.1007259,770.1007259,1527.49479
1/21/2013,0,0,1215.741146,1215.741146,2411.422563
1/22/2013,0,0,892.6708415,892.6708415,1770.612614
1/23/2013,0.070000066,0,562.7305304,562.8005305,1116.314852
1/24/2013,0,0,478.6304512,478.6304512,949.3634999
1/25/2013,0,0,565.8005333,565.8005333,1122.265358
1/26/2013,0,0,546.6405153,546.6405153,1084.261462
1/27/2013,0,0,545.9905147,545.9905147,1082.972186
1/28/2013,0,0,0,0,0
1/29/2013,6.62000624,944.9308907,414.0503903,1365.601287,2708.670153
1/30/2013,53.82005073,1299.891225,531.7705013,1885.481777,3739.853105
1/31/2013,58.75005538,1353.111275,0,1411.861331,2800.42695
2/1/2013,131.9301244,1218.371148,586.680553,1936.981826,3842.003452
2/2/2013,95.32008985,935.2108816,305.0102875,1335.541259,2649.046087
2/3/2013,0,706.9006663,240.6402268,947.5408932,1879.447362
2/4/2013,0,971.0409153,625.5505897,1596.591505,3166.83925
2/5/2013,455.2904292,1127.201063,699.2706591,2281.762151,4525.875226
2/6/2013,406.7903835,887.5408366,693.6306538,1987.961874,3943.122377
2/7/2013,408.5003851,735.5906934,623.9205881,1768.011667,3506.851141
2/8/2013,373.2103518,935.1708815,612.1905771,1920.57181,3809.454186
2/9/2013,150.1301415,627.6705917,371.6203503,1149.421083,2279.876719
2/10/2013,0,543.8205126,233.5802202,777.4007328,1541.974354
2/11/2013,263.8102487,607.6005727,659.1506213,1530.561443,3035.868622
2/12/2013,542.2805112,634.8005984,820.1507731,1997.231883,3961.509439
2/13/2013,173.2201633,202.630191,596.0005618,971.8509161,1927.666292
2/14/2013,0,0,134.750127,134.750127,267.2768769
2/15/2013,0,0,0,0,0
2/16/2013,0,0,0,0,0
2/17/2013,0,0,0,0,0
2/18/2013,0,0,0,0,0
2/19/2013,0,0,0,0,0
2/20/2013,0,0,0,0,0
2/21/2013,0,0,0,0,0
2/22/2013,0,0,0,0,0
2/23/2013,0,0,0,0,0
2/24/2013,0,0,0,0,0
2/25/2013,0,0,0,0,0
2/26/2013,0,0,0,0,0
2/27/2013,0,0,0,0,0
2/28/2013,0,0,0,0,0
3/1/2013,0,0,0,0,0
3/2/2013,0,0,0,0,0
3/3/2013,0,0,0,0,0
3/4/2013,62.12005856,259.5402446,242.4302285,564.0905317,1118.87357
3/5/2013,98.12009249,379.8603581,285.2502689,763.2307194,1513.868132
3/6/2013,213.7502015,887.4608365,290.1802735,1391.391312,2759.824666
3/7/2013,3.400003205,1006.680949,125.3101181,1135.39107,2252.048188
3/8/2013,0,1082.10102,299.5302823,1381.631302,2740.465688
3/9/2013,143.3401351,851.5708027,316.6302985,1311.541236,2601.442042
3/10/2013,61.33005781,800.8207549,159.4501503,1021.600963,2026.34551
3/11/2013,0,559.9205278,322.8303043,882.7508321,1750.936275
3/12/2013,0,365.0903441,168.1501585,533.2405026,1057.682537
3/13/2013,0,880.7308302,390.0103676,1270.741198,2520.515166
3/14/2013,225.940213,1400.951321,481.2304536,2108.121987,4181.459962
3/15/2013,311.2702934,1469.791385,465.8404391,2246.902118,4456.730351
3/16/2013,44.22004168,1108.381045,521.8004919,1674.401578,3321.175531
3/17/2013,3.920003695,894.7108434,488.1004601,1386.731307,2750.581548
3/18/2013,186.4001757,744.5107018,444.5904191,1375.501297,2728.306822
3/19/2013,0,0,0,0,0
3/20/2013,0,0,0.120000113,0.120000113,0.238020224
3/21/2013,0,0,0,0,0
3/22/2013,0,0,0,0,0
3/23/2013,0,0,0,0,0
3/24/2013,0,0,0,0,0
3/25/2013,0,0,0,0,0
3/26/2013,0,0,0,0,0
3/27/2013,0,230.7802175,102.950097,333.7303146,661.954079
3/28/2013,113.3701069,123.5001164,64.11006043,300.9802837,596.9943927
3/29/2013,416.6603928,215.8602035,107.2801011,739.8006974,1467.394683
3/30/2013,157.4401484,101.2100954,181.5501711,440.2004149,873.137523
3/31/2013,28.61002697,23.81002244,204.1301924,256.5502418,508.8674047
4/1/2013,78.52007401,222.6402099,238.5602249,539.7205088,1070.535629
4/2/2013,427.4004029,545.5805143,278.0802621,1251.061179,2481.479849
4/3/2013,221.770209,503.2104743,63.32005969,788.3007431,1563.594524
4/4/2013,0,182.5301721,0,182.5301721,362.0485963
4/5/2013,0,0,0,0,0
4/6/2013,0,0,36.66003456,36.66003456,72.71517854
4/7/2013,0,0,0,0,0
4/8/2013,0,0,88.76008367,88.76008367,176.055626
4/9/2013,42.07003966,129.7301223,241.870228,413.6703899,820.5152184
4/10/2013,13.50001273,301.1702839,245.5802315,560.2505281,1111.256922
4/11/2013,0,336.4803172,139.3401313,475.8204485,943.7898596
4/12/2013,2.4400023,274.3502586,55.88005267,332.6703136,659.851567
4/13/2013,0,0,0,0,0
4/14/2013,0,0,0,0,0
4/15/2013,60.81005732,384.2703622,182.1901717,627.2705913,1244.191218
4/16/2013,0,0,0,0,0
4/17/2013,0,0,0,0,0
4/18/2013,0,0,0,0,0
4/19/2013,0,0,0,0,0
4/20/2013,0,0,0,0,0
4/21/2013,0,0,0,0,0
4/22/2013,0,0,0,0,0
4/23/2013,0,0,0,0,0
4/24/2013,251.1202367,0,270.1502547,521.2704914,1033.94002
4/25/2013,538.2205073,0,497.9904694,1036.210977,2055.324472
4/26/2013,444.6104191,101.7500959,291.0902744,837.4507894,1661.083641
4/27/2013,400.7903778,698.2506582,556.980525,1656.021561,3284.718766
4/28/2013,309.2102915,265.8102506,518.1504884,1093.17103,2168.304739
4/29/2013,102.6500968,19.54001842,199.1201877,321.3103029,637.3189858
4/30/2013,24.74002332,0,0,24.74002332,49.07183626
5/1/2013,0,0,0,0,0
5/2/2013,0,0,0,0,0
5/3/2013,0,0,0,0,0
5/4/2013,0,0,0,0,0
5/5/2013,0,0,0,0,0
5/6/2013,123.8701168,0,0,123.8701168,245.6963766
5/7/2013,0,0,0,0,0
5/8/2013,153.0001442,0,168.730159,321.7303033,638.1520565
5/9/2013,154.840146,71.92006779,260.0902452,486.8504589,965.6678853
5/10/2013,214.4002021,261.8402468,547.6805163,1023.920965,2030.947234
5/11/2013,59.37005596,72.40006825,291.2902746,423.0603988,839.140301
5/12/2013,88.89008379,57.84005452,288.4802719,435.2104102,863.2398487
5/13/2013,0,0,66.76006293,66.76006293,132.4185848
5/14/2013,0,44.94004236,2.290002159,47.23004452,93.68079331
5/15/2013,0,356.0203356,213.4502012,569.4705368,1129.54481
5/16/2013,77.33007289,223.5402107,698.8806588,999.7509424,1983.005994
5/17/2013,204.4101927,442.330417,403.0503799,1049.79099,2082.260428
5/18/2013,130.8701234,371.6903504,150.1201415,652.6806152,1294.592
5/19/2013,79.97007538,390.1903678,252.6602382,722.8206813,1433.714821
5/20/2013,67.22006336,219.7502071,606.3905716,893.3608421,1771.98123
5/21/2013,0,0,670.1506317,670.1506317,1329.243778
5/22/2013,0,0,332.5403135,332.5403135,659.5937117
5/23/2013,0,0,0,0,0
5/24/2013,0,0,0,0,0
5/25/2013,0,0,0,0,0
5/26/2013,0,135.9401281,0,135.9401281,269.6372442
5/27/2013,0,306.9702894,134.9401272,441.9104166,876.5293112
5/28/2013,0,202.9301913,178.0101678,380.9403591,755.5952022
5/29/2013,0,44.58004202,44.25004171,88.83008373,176.1944711
5/30/2013,0,0,0,0,0
5/31/2013,0,0,0,0,0
6/1/2013,0,0,0,0,0
6/2/2013,0,0,0,0,0
6/3/2013,0,0,0,0,0
6/4/2013,0,0,0,0,0
6/5/2013,0,0,0,0,0
6/6/2013,0,0,0,0,0
6/7/2013,0,0,0,0,0
6/8/2013,0,0,0,0,0
6/9/2013,0,0,0,0,0
6/10/2013,0,0,0,0,0
6/11/2013,0,0,0,0,0
