date,SLTRIB_cmd,SLTRIB_cfs
2008-01-31,42542.002659522885,17.388387096774192
2008-02-29,24443.82064715785,9.99103448275862
2008-03-31,86788.71602223234,35.47354838709677
2008-04-30,251303.26933277008,102.7163333333334
2008-05-31,10551.84356555768,4.312903225806451
2008-06-30,462472.09787983634,189.02833333333314
2008-07-31,1505628.9048994414,615.4025806451614
2008-08-31,5731210.5507040685,2342.543870967743
2008-09-30,1551966.4406781562,634.3423333333335
2008-10-31,940725.6603234787,384.50709677419326
2008-11-30,286618.7718175621,117.1509999999999
2008-12-31,40332.981706643615,16.485483870967737
2009-01-31,29992.648543147978,12.259032258064515
2009-02-28,17770.8762355104,7.263571428571427
2009-03-31,10746.780391338738,4.392580645161289
2009-04-30,14962.44051562175,6.115666666666663
2009-05-31,371161.29472297075,151.70645161290315
2009-06-30,1317843.0248310834,538.6479999999999
2009-07-31,1501114.578407669,613.5574193548387
2009-08-31,1980427.1397611378,809.469032258064
2009-09-30,1932130.8440313865,789.7286666666666
2009-10-31,65907.588344033,26.938709677419347
2009-11-30,26666.85792883392,10.899666666666665
2009-12-31,1274654.8105401867,520.995483870968
2010-01-31,178120.95959920785,72.8041935483871
2010-02-28,626997.8956666176,256.27571428571434
2010-03-31,1523862.2064622738,622.8551612903223
2010-04-30,919001.4637578565,375.62766666666647
2010-05-31,291118.02424709755,118.98999999999998
2010-06-30,581184.8365344942,237.5503333333333
2010-07-31,95907.3398484443,39.20064516129033
2010-08-31,362218.66649250465,148.05129032258068
2010-09-30,554075.9639569727,226.4699999999999
2010-10-31,69349.36768504998,28.345483870967737
2010-11-30,22820.841170144635,9.327666666666664
2010-12-31,7691.7178302113025,3.143870967741936
2011-01-31,16195.54089819066,6.619677419354838
2011-02-28,13538.300540515202,5.5335714285714275
2011-03-31,10394.789199847432,4.248709677419355
2011-04-30,7876.342208528641,3.2193333333333327
2011-05-31,1920.9564127574713,0.7851612903225808
2011-06-30,96276.82537045461,39.35166666666674
2011-07-31,1227908.644030721,501.88870967741923
2011-08-31,1486064.9819266202,607.4061290322579
2011-09-30,1408045.8186454063,575.517
2011-10-31,3080244.926459505,1259.0025806451615
2011-11-30,784128.2780951022,320.5003333333332
2011-12-31,271961.3377200384,111.16
2012-01-31,26588.751662201805,10.86774193548387
2012-02-29,23165.695835932467,9.46862068965517
2012-03-31,46660.141756387515,19.071612903225805
2012-04-30,17640.625213572475,7.210333333333332
2012-05-31,64943.9532659817,26.544838709677407
2012-06-30,552099.1309156108,225.66199999999998
2012-07-31,443198.7386372123,181.15064516129027
