date,Chla
1/31/2008,16.58782518
2/29/2008,13.99108696
3/31/2008,16.1592225
4/30/2008,21.00165165
5/31/2008,24.38479099
6/30/2008,17.72711988
7/31/2008,19.48015873
8/31/2008,13.87220436
9/30/2008,11.82580562
10/31/2008,10.47305943
11/30/2008,12.26685921
12/31/2008,7.128127057
1/31/2009,6.177913101
2/28/2009,5.993300067
3/31/2009,9.692516461
4/30/2009,12.5906333
5/31/2009,12.47904511
6/30/2009,14.42663055
7/31/2009,19.07483262
8/31/2009,16.43880294
9/30/2009,12.22627551
10/31/2009,15.11668861
11/30/2009,17.42517007
12/31/2009,13.31889401
1/31/2010,10.69267352
2/28/2010,11.17770793
3/31/2010,10.5967346
4/30/2010,7.122198642
5/31/2010,8.253327787
6/30/2010,17.58822236
7/31/2010,17.40493495
8/31/2010,23.85904987
9/30/2010,42.73677351
10/31/2010,26.75084485
11/30/2010,13.14815476
12/31/2010,9.00924018
1/31/2011,8.816978864
2/28/2011,10.8391651
3/31/2011,11.1249376
4/30/2011,10.25595837
5/31/2011,12.53428971
6/30/2011,13.72459308
7/31/2011,11.65353835
8/31/2011,12.53433961
9/30/2011,15.44594855
10/31/2011,13.31939291
11/30/2011,15.8460259
12/31/2011,13.39962415
1/31/2012,8.823979339
2/29/2012,9.236945355
3/31/2012,14.48648192
4/30/2012,12.48543112
5/31/2012,12.76757818
6/30/2012,17.36005293
7/31/2012,12.17281548
8/31/2012,10.5811853
9/30/2012,12.27512041
10/31/2012,12.33007674
11/30/2012,9.524783285
12/31/2012,7.288311389
1/31/2013,6.739052589
2/28/2013,8.507804485
3/31/2013,12.05962016
4/30/2013,10.66018651
5/31/2013,20.23454916
6/30/2013,31.88304787
7/31/2013,17.74386842
8/31/2013,17.62398014
9/30/2013,15.98108362
10/31/2013,23.07193018
11/30/2013,22.46350451
12/31/2013,19.02876795
1/31/2014,18.32990653
2/28/2014,22.76961121
3/31/2014,15.72548029
4/30/2014,19.57931858
5/31/2014,33.86855114
6/30/2014,34.17544311
7/31/2014,26.55252189
8/31/2014,26.27076446
9/30/2014,24.90656372
10/31/2014,16.55457406
11/30/2014,17.81526531
12/31/2014,14.46103094
1/31/2015,8.565491442
2/28/2015,11.89044825
3/31/2015,14.42817281
4/30/2015,9.907518821
5/31/2015,14.80937813
6/30/2015,21.53098357
7/31/2015,21.23685919
8/31/2015,18.821628
9/30/2015,18.54305583
10/31/2015,17.64828416
11/30/2015,17.91767156
12/31/2015,13.9185596
1/31/2016,17.14243723
2/29/2016,14.76429275
3/31/2016,8.259348255
4/30/2016,8.379832096
5/31/2016,15.04989512
6/30/2016,30.26069162
7/31/2016,26.28291393
8/31/2016,25.02004818
9/30/2016,23.22005442
10/31/2016,18.97980908
11/30/2016,13.67953665
12/31/2016,12.02288182
1/31/2017,11.41568036
2/28/2017,11.39968668
3/31/2017,10.43835497
4/30/2017,16.49175953
5/31/2017,15.55691727
6/30/2017,16.62119955
7/31/2017,19.19099034
8/31/2017,27.62484454
9/30/2017,15.1948514
10/31/2017,8.805210166
11/30/2017,7.677474603
12/31/2017,5.527958954
1/31/2018,5.647308327
2/28/2018,5.011170918
3/31/2018,6.389251152
4/30/2018,9.159959184
5/31/2018,15.47972679
6/30/2018,20.96561905
7/31/2018,19.67427584
8/31/2018,17.24719882
9/30/2018,15.27578458
10/31/2018,21.77198596
11/30/2018,21.59642577
12/31/2018,14.2770218
1/31/2019,13.61429511
2/28/2019,12.93530519
3/31/2019,12.62022712
4/30/2019,12.12949353
5/31/2019,12.24292265
6/30/2019,15.28448039
7/31/2019,15.14957131
8/31/2019,16.39814623
9/30/2019,19.79190413
10/31/2019,19.28274313
11/30/2019,14.15535714
12/31/2019,11.98336844
1/31/2020,12.26194207
2/29/2020,15.16700094
3/31/2020,13.32063693
4/30/2020,17.91665306
5/31/2020,24.3660137
6/30/2020,34.29945421
7/31/2020,30.28786373
8/31/2020,24.31044108
9/30/2020,25.28716013
10/31/2020,26.27371133
11/30/2020,12.53308229
12/31/2020,10.96341528
1/31/2021,7.636351108
2/28/2021,9.586482457
3/31/2021,8.25258347
4/30/2021,12.34515495
5/31/2021,16.9231106
6/30/2021,16.18318367
7/31/2021,19.15810731
8/31/2021,17.23804477
9/30/2021,19.8557483
10/31/2021,23.23431534
11/30/2021,19.71547347
12/31/2021,20.8705293
1/31/2022,15.07020935
2/28/2022,17.93661589
3/31/2022,15.97773371
4/30/2022,13.15251701
5/31/2022,27.51484305
6/30/2022,37.2572013
7/31/2022,29.2638183
8/31/2022,22.62883147
9/30/2022,23.53465986
10/31/2022,15.29159645
11/30/2022,12.98030612
12/31/2022,7.40154707
1/31/2023,6.702258065
2/28/2023,6.46815051
3/31/2023,8.708437459
4/30/2023,11.3907466
5/31/2023,8.621045095
6/30/2023,35.11588095
7/31/2023,28.37114878
8/31/2023,20.6464187
9/30/2023,19.76853401
10/31/2023,20.6126761
11/30/2023,16.11682313
12/31/2023,14.47869492
