date,Chla,N_Chla,S_Chla
2008-01-01 00:00:00,14.700000000000001,16.280392156862746,13.920588235294119
2008-01-02 00:00:00,14.966666666666669,16.5921568627451,14.13823529411765
2008-01-03 00:00:00,15.233333333333333,16.90392156862745,14.355882352941176
2008-01-04 00:00:00,15.499999999999998,17.215686274509803,14.573529411764707
2008-01-05 00:00:00,15.766666666666664,17.527450980392157,14.791176470588235
2008-01-06 00:00:00,16.033333333333335,17.83921568627451,15.008823529411764
2008-01-07 00:00:00,16.3,18.150980392156864,15.226470588235294
2008-01-08 00:00:00,16.566666666666666,18.462745098039218,15.444117647058825
2008-01-09 00:00:00,16.833333333333332,18.774509803921568,15.661764705882351
2008-01-10 00:00:00,17.099999999999998,19.086274509803918,15.879411764705882
2008-01-11 00:00:00,17.366666666666667,19.398039215686275,16.097058823529412
2008-01-12 00:00:00,17.633333333333336,19.70980392156863,16.314705882352943
2008-01-13 00:00:00,17.900000000000002,20.02156862745098,16.532352941176473
2008-01-14 00:00:00,18.166666666666668,20.333333333333332,16.75
2008-01-15 00:00:00,18.00537634408602,20.172043010752688,16.596774193548388
2008-01-16 00:00:00,17.844086021505376,20.010752688172044,16.443548387096776
2008-01-17 00:00:00,17.682795698924732,19.849462365591396,16.29032258064516
2008-01-18 00:00:00,17.521505376344084,19.688172043010752,16.137096774193548
2008-01-19 00:00:00,17.360215053763444,19.526881720430108,15.983870967741936
2008-01-20 00:00:00,17.198924731182796,19.365591397849464,15.830645161290322
2008-01-21 00:00:00,17.03763440860215,19.204301075268816,15.677419354838712
2008-01-22 00:00:00,16.876344086021508,19.043010752688172,15.524193548387098
2008-01-23 00:00:00,16.715053763440864,18.88172043010753,15.370967741935484
2008-01-24 00:00:00,16.553763440860216,18.720430107526884,15.217741935483872
2008-01-25 00:00:00,16.392473118279568,18.559139784946236,15.064516129032256
2008-01-26 00:00:00,16.231182795698924,18.397849462365592,14.911290322580646
2008-01-27 00:00:00,16.06989247311828,18.236559139784944,14.75806451612903
2008-01-28 00:00:00,15.908602150537638,18.075268817204304,14.604838709677422
2008-01-29 00:00:00,15.747311827956986,17.913978494623652,14.451612903225804
2008-01-30 00:00:00,15.586021505376344,17.752688172043012,14.298387096774194
2008-01-31 00:00:00,15.424731182795698,17.591397849462364,14.14516129032258
2008-02-01 00:00:00,15.263440860215054,17.430107526881724,13.99193548387097
2008-02-02 00:00:00,15.102150537634408,17.268817204301076,13.838709677419354
2008-02-03 00:00:00,14.940860215053766,17.107526881720432,13.685483870967744
2008-02-04 00:00:00,14.779569892473118,16.946236559139784,13.532258064516128
2008-02-05 00:00:00,14.61827956989247,16.784946236559136,13.379032258064516
2008-02-06 00:00:00,14.456989247311826,16.623655913978492,13.225806451612902
2008-02-07 00:00:00,14.295698924731184,16.46236559139785,13.072580645161292
2008-02-08 00:00:00,14.134408602150538,16.301075268817204,12.919354838709678
2008-02-09 00:00:00,13.973118279569894,16.13978494623656,12.766129032258064
2008-02-10 00:00:00,13.811827956989246,15.978494623655912,12.612903225806452
2008-02-11 00:00:00,13.650537634408602,15.81720430107527,12.45967741935484
2008-02-12 00:00:00,13.489247311827958,15.655913978494624,12.306451612903226
2008-02-13 00:00:00,13.32795698924731,15.494623655913978,12.153225806451612
2008-02-14 00:00:00,13.166666666666666,15.333333333333334,12.0
2008-02-15 00:00:00,13.243589743589745,15.435897435897436,11.942307692307693
2008-02-16 00:00:00,13.32051282051282,15.538461538461538,11.884615384615383
2008-02-17 00:00:00,13.397435897435898,15.641025641025642,11.826923076923077
2008-02-18 00:00:00,13.474358974358976,15.743589743589745,11.769230769230768
2008-02-19 00:00:00,13.551282051282051,15.846153846153845,11.71153846153846
2008-02-20 00:00:00,13.62820512820513,15.948717948717949,11.653846153846153
2008-02-21 00:00:00,13.705128205128204,16.05128205128205,11.596153846153845
2008-02-22 00:00:00,13.782051282051283,16.153846153846157,11.53846153846154
2008-02-23 00:00:00,13.858974358974358,16.256410256410255,11.480769230769232
2008-02-24 00:00:00,13.935897435897436,16.358974358974358,11.423076923076923
2008-02-25 00:00:00,14.012820512820513,16.461538461538463,11.365384615384617
2008-02-26 00:00:00,14.08974358974359,16.564102564102566,11.307692307692307
2008-02-27 00:00:00,14.166666666666666,16.666666666666668,11.25
2008-02-28 00:00:00,14.243589743589745,16.76923076923077,11.192307692307693
2008-02-29 00:00:00,14.32051282051282,16.871794871794872,11.134615384615383
2008-03-01 00:00:00,14.397435897435898,16.974358974358974,11.076923076923077
2008-03-02 00:00:00,14.474358974358973,17.076923076923077,11.019230769230768
