date,RAD
8/25/2009,0.20775
8/26/2009,0.1925
8/27/2009,0.24325
8/28/2009,0.22825
8/29/2009,0.13275
8/30/2009,0.23125
8/31/2009,0.18025
9/1/2009,0.1925
9/2/2009,0.20175
9/3/2009,0.1745
9/4/2009,0.16875
9/5/2009,0.15775
9/6/2009,0.23
9/7/2009,0.221
9/8/2009,0.24775
9/9/2009,0.20125
9/10/2009,0.18625
9/11/2009,0.216
9/12/2009,0.1305
9/13/2009,0.13
9/14/2009,0.226
9/15/2009,0.20775
9/16/2009,0.23825
9/17/2009,0.221
9/18/2009,0.21375
9/19/2009,0.187
9/20/2009,0.20525
9/21/2009,0.1655
9/22/2009,0.1755
