date,Data_x,Data_y,Data,Mean_OP,OP
1/1/2008,0.047428571,0.028264706,0.060823529,0.045505602,45.50560224
1/2/2008,0.046857143,0.028705882,0.060529412,0.045364146,45.36414566
1/3/2008,0.046285714,0.029147059,0.060235294,0.045222689,45.22268908
1/4/2008,0.045714286,0.029588235,0.059941176,0.045081232,45.08123249
1/5/2008,0.045142857,0.030029412,0.059647059,0.044939776,44.93977591
1/6/2008,0.044571429,0.030470588,0.059352941,0.044798319,44.79831933
1/7/2008,0.044,0.030911765,0.059058824,0.044656863,44.65686275
1/8/2008,0.043428571,0.031352941,0.058764706,0.044515406,44.51540616
1/9/2008,0.042857143,0.031794118,0.058470588,0.04437395,44.37394958
1/10/2008,0.042285714,0.032235294,0.058176471,0.044232493,44.232493
1/11/2008,0.041714286,0.032676471,0.057882353,0.044091036,44.09103641
1/12/2008,0.041142857,0.033117647,0.057588235,0.04394958,43.94957983
1/13/2008,0.040571429,0.033558824,0.057294118,0.043808123,43.80812325
1/14/2008,0.04,0.034,0.057,0.043666667,43.66666667
1/15/2008,0.040612903,0.033193548,0.057483871,0.043763441,43.76344086
1/16/2008,0.041225806,0.032387097,0.057967742,0.043860215,43.86021505
1/17/2008,0.04183871,0.031580645,0.058451613,0.043956989,43.95698925
1/18/2008,0.042451613,0.030774194,0.058935484,0.044053763,44.05376344
1/19/2008,0.043064516,0.029967742,0.059419355,0.044150538,44.15053763
1/20/2008,0.043677419,0.02916129,0.059903226,0.044247312,44.24731183
1/21/2008,0.044290323,0.028354839,0.060387097,0.044344086,44.34408602
1/22/2008,0.044903226,0.027548387,0.060870968,0.04444086,44.44086022
1/23/2008,0.045516129,0.026741935,0.061354839,0.044537634,44.53763441
1/24/2008,0.046129032,0.025935484,0.06183871,0.044634409,44.6344086
1/25/2008,0.046741935,0.025129032,0.062322581,0.044731183,44.7311828
1/26/2008,0.047354839,0.024322581,0.062806452,0.044827957,44.82795699
1/27/2008,0.047967742,0.023516129,0.063290323,0.044924731,44.92473118
1/28/2008,0.048580645,0.022709677,0.063774194,0.045021505,45.02150538
1/29/2008,0.049193548,0.021903226,0.064258065,0.04511828,45.11827957
1/30/2008,0.049806452,0.021096774,0.064741935,0.045215054,45.21505376
1/31/2008,0.050419355,0.020290323,0.065225806,0.045311828,45.31182796
2/1/2008,0.051032258,0.019483871,0.065709677,0.045408602,45.40860215
2/2/2008,0.051645161,0.018677419,0.066193548,0.045505376,45.50537634
2/3/2008,0.052258065,0.017870968,0.066677419,0.045602151,45.60215054
2/4/2008,0.052870968,0.017064516,0.06716129,0.045698925,45.69892473
2/5/2008,0.053483871,0.016258065,0.067645161,0.045795699,45.79569892
2/6/2008,0.054096774,0.015451613,0.068129032,0.045892473,45.89247312
2/7/2008,0.054709677,0.014645161,0.068612903,0.045989247,45.98924731
2/8/2008,0.055322581,0.01383871,0.069096774,0.046086022,46.08602151
2/9/2008,0.055935484,0.013032258,0.069580645,0.046182796,46.1827957
2/10/2008,0.056548387,0.012225806,0.070064516,0.04627957,46.27956989
2/11/2008,0.05716129,0.011419355,0.070548387,0.046376344,46.37634409
2/12/2008,0.057774194,0.010612903,0.071032258,0.046473118,46.47311828
2/13/2008,0.058387097,0.009806452,0.071516129,0.046569892,46.56989247
2/14/2008,0.059,0.009,0.072,0.046666667,46.66666667
2/15/2008,0.059346154,0.011115385,0.070634615,0.047032051,47.03205128
2/16/2008,0.059692308,0.013230769,0.069269231,0.047397436,47.3974359
2/17/2008,0.060038462,0.015346154,0.067903846,0.047762821,47.76282051
2/18/2008,0.060384615,0.017461538,0.066538462,0.048128205,48.12820513
2/19/2008,0.060730769,0.019576923,0.065173077,0.04849359,48.49358974
2/20/2008,0.061076923,0.021692308,0.063807692,0.048858974,48.85897436
2/21/2008,0.061423077,0.023807692,0.062442308,0.049224359,49.22435897
2/22/2008,0.061769231,0.025923077,0.061076923,0.049589744,49.58974359
2/23/2008,0.062115385,0.028038462,0.059711538,0.049955128,49.95512821
2/24/2008,0.062461538,0.030153846,0.058346154,0.050320513,50.32051282
2/25/2008,0.062807692,0.032269231,0.056980769,0.050685897,50.68589744
2/26/2008,0.063153846,0.034384615,0.055615385,0.051051282,51.05128205
2/27/2008,0.0635,0.0365,0.05425,0.051416667,51.41666667
2/28/2008,0.063846154,0.038615385,0.052884615,0.051782051,51.78205128
2/29/2008,0.064192308,0.040730769,0.051519231,0.052147436,52.1474359
3/1/2008,0.064538462,0.042846154,0.050153846,0.052512821,52.51282051
3/2/2008,0.064884615,0.044961538,0.048788462,0.052878205,52.87820513
3/3/2008,0.065230769,0.047076923,0.047423077,0.05324359,53.24358974
3/4/2008,0.065576923,0.049192308,0.046057692,0.053608974,53.60897436
3/5/2008,0.065923077,0.051307692,0.044692308,0.053974359,53.97435897
3/6/2008,0.066269231,0.053423077,0.043326923,0.054339744,54.33974359
3/7/2008,0.066615385,0.055538462,0.041961538,0.054705128,54.70512821
3/8/2008,0.066961538,0.057653846,0.040596154,0.055070513,55.07051282
3/9/2008,0.067307692,0.059769231,0.039230769,0.055435897,55.43589744
3/10/2008,0.067653846,0.061884615,0.037865385,0.055801282,55.80128205
3/11/2008,0.068,0.064,0.0365,0.056166667,56.16666667
3/12/2008,0.067794118,0.063943662,0.036691176,0.056142985,56.14298536
3/13/2008,0.067588235,0.063887324,0.036882353,0.056119304,56.11930406
3/14/2008,0.067382353,0.063830986,0.037073529,0.056095623,56.09562276
3/15/2008,0.067176471,0.063774648,0.037264706,0.056071941,56.07194145
3/16/2008,0.066970588,0.06371831,0.037455882,0.05604826,56.04826015
3/17/2008,0.066764706,0.063661972,0.037647059,0.056024579,56.02457885
3/18/2008,0.066558824,0.063605634,0.037838235,0.056000898,56.00089754
3/19/2008,0.066352941,0.063549296,0.038029412,0.055977216,55.97721624
3/20/2008,0.066147059,0.063492958,0.038220588,0.055953535,55.95353494
3/21/2008,0.065941176,0.06343662,0.038411765,0.055929854,55.92985363
3/22/2008,0.065735294,0.063380282,0.038602941,0.055906172,55.90617233
3/23/2008,0.065529412,0.063323944,0.038794118,0.055882491,55.88249102
3/24/2008,0.065323529,0.063267606,0.038985294,0.05585881,55.85880972
3/25/2008,0.065117647,0.063211268,0.039176471,0.055835128,55.83512842
3/26/2008,0.064911765,0.06315493,0.039367647,0.055811447,55.81144711
3/27/2008,0.064705882,0.063098592,0.039558824,0.055787766,55.78776581
3/28/2008,0.0645,0.063042254,0.03975,0.055764085,55.76408451
3/29/2008,0.064294118,0.062985915,0.039941176,0.055740403,55.7404032
3/30/2008,0.064088235,0.062929577,0.040132353,0.055716722,55.7167219
3/31/2008,0.063882353,0.062873239,0.040323529,0.055693041,55.6930406
4/1/2008,0.063676471,0.062816901,0.040514706,0.055669359,55.66935929
4/2/2008,0.063470588,0.062760563,0.040705882,0.055645678,55.64567799
4/3/2008,0.063264706,0.062704225,0.040897059,0.055621997,55.62199669
4/4/2008,0.063058824,0.062647887,0.041088235,0.055598315,55.59831538
4/5/2008,0.062852941,0.062591549,0.041279412,0.055574634,55.57463408
4/6/2008,0.062647059,0.062535211,0.041470588,0.055550953,55.55095278
4/7/2008,0.062441176,0.062478873,0.041661765,0.055527271,55.52727147
4/8/2008,0.062235294,0.062422535,0.041852941,0.05550359,55.50359017
4/9/2008,0.062029412,0.062366197,0.042044118,0.055479909,55.47990886
4/10/2008,0.061823529,0.062309859,0.042235294,0.055456228,55.45622756
4/11/2008,0.061617647,0.062253521,0.042426471,0.055432546,55.43254626
4/12/2008,0.061411765,0.062197183,0.042617647,0.055408865,55.40886495
4/13/2008,0.061205882,0.062140845,0.042808824,0.055385184,55.38518365
4/14/2008,0.061,0.062084507,0.043,0.055361502,55.36150235
4/15/2008,0.060405405,0.062028169,0.044243243,0.055558939,55.55893922
4/16/2008,0.059810811,0.061971831,0.045486486,0.055756376,55.75637609
4/17/2008,0.059216216,0.061915493,0.04672973,0.055953813,55.95381297
4/18/2008,0.058621622,0.061859155,0.047972973,0.05615125,56.15124984
4/19/2008,0.058027027,0.061802817,0.049216216,0.056348687,56.34868671
4/20/2008,0.057432432,0.061746479,0.050459459,0.056546124,56.54612359
4/21/2008,0.056837838,0.061690141,0.051702703,0.05674356,56.74356046
4/22/2008,0.056243243,0.061633803,0.052945946,0.056940997,56.94099734
4/23/2008,0.055648649,0.061577465,0.054189189,0.057138434,57.13843421
4/24/2008,0.055054054,0.061521127,0.055432432,0.057335871,57.33587108
4/25/2008,0.054459459,0.061464789,0.056675676,0.057533308,57.53330796
4/26/2008,0.053864865,0.061408451,0.057918919,0.057730745,57.73074483
4/27/2008,0.05327027,0.061352113,0.059162162,0.057928182,57.9281817
4/28/2008,0.052675676,0.061295775,0.060405405,0.058125619,58.12561858
4/29/2008,0.052081081,0.061239437,0.061648649,0.058323055,58.32305545
4/30/2008,0.051486486,0.061183099,0.062891892,0.058520492,58.52049232
5/1/2008,0.050891892,0.061126761,0.064135135,0.058717929,58.7179292
5/2/2008,0.050297297,0.061070423,0.065378378,0.058915366,58.91536607
5/3/2008,0.049702703,0.061014085,0.066621622,0.059112803,59.11280294
5/4/2008,0.049108108,0.060957746,0.067864865,0.05931024,59.31023982
5/5/2008,0.048513514,0.060901408,0.069108108,0.059507677,59.50767669
5/6/2008,0.047918919,0.06084507,0.070351351,0.059705114,59.70511356
5/7/2008,0.047324324,0.060788732,0.071594595,0.05990255,59.90255044
5/8/2008,0.04672973,0.060732394,0.072837838,0.060099987,60.09998731
5/9/2008,0.046135135,0.060676056,0.074081081,0.060297424,60.29742418
5/10/2008,0.045540541,0.060619718,0.075324324,0.060494861,60.49486106
5/11/2008,0.044945946,0.06056338,0.076567568,0.060692298,60.69229793
5/12/2008,0.044351351,0.060507042,0.077810811,0.060889735,60.88973481
5/13/2008,0.043756757,0.060450704,0.079054054,0.061087172,61.08717168
5/14/2008,0.043162162,0.060394366,0.080297297,0.061284609,61.28460855
5/15/2008,0.042567568,0.060338028,0.081540541,0.061482045,61.48204543
5/16/2008,0.041972973,0.06028169,0.082783784,0.061679482,61.6794823
5/17/2008,0.041378378,0.060225352,0.084027027,0.061876919,61.87691917
5/18/2008,0.040783784,0.060169014,0.08527027,0.062074356,62.07435605
5/19/2008,0.040189189,0.060112676,0.086513514,0.062271793,62.27179292
5/20/2008,0.039594595,0.060056338,0.087756757,0.06246923,62.46922979
5/21/2008,0.039,0.06,0.089,0.062666667,62.66666667
5/22/2008,0.038421053,0.059131148,0.085263158,0.060938453,60.93845269
5/23/2008,0.037842105,0.058262295,0.081526316,0.059210239,59.21023871
5/24/2008,0.037263158,0.057393443,0.077789474,0.057482025,57.48202473
5/25/2008,0.036684211,0.05652459,0.074052632,0.055753811,55.75381076
5/26/2008,0.036105263,0.055655738,0.070315789,0.054025597,54.02559678
5/27/2008,0.035526316,0.054786885,0.066578947,0.052297383,52.2973828
5/28/2008,0.034947368,0.053918033,0.062842105,0.050569169,50.56916882
5/29/2008,0.034368421,0.05304918,0.059105263,0.048840955,48.84095485
5/30/2008,0.033789474,0.052180328,0.055368421,0.047112741,47.11274087
5/31/2008,0.033210526,0.051311475,0.051631579,0.045384527,45.38452689
6/1/2008,0.032631579,0.050442623,0.047894737,0.043656313,43.65631291
6/2/2008,0.032052632,0.04957377,0.044157895,0.041928099,41.92809894
6/3/2008,0.031473684,0.048704918,0.040421053,0.040199885,40.19988496
6/4/2008,0.030894737,0.047836066,0.036684211,0.038471671,38.47167098
6/5/2008,0.030315789,0.046967213,0.032947368,0.036743457,36.743457
6/6/2008,0.029736842,0.046098361,0.029210526,0.035015243,35.01524303
6/7/2008,0.029157895,0.045229508,0.025473684,0.033287029,33.28702905
6/8/2008,0.028578947,0.044360656,0.021736842,0.031558815,31.55881507
6/9/2008,0.028,0.043491803,0.018,0.029830601,29.83060109
6/10/2008,0.027595238,0.042622951,0.018285714,0.029501301,29.50130107
6/11/2008,0.027190476,0.041754098,0.018571429,0.029172001,29.17200104
6/12/2008,0.026785714,0.040885246,0.018857143,0.028842701,28.84270101
6/13/2008,0.026380952,0.040016393,0.019142857,0.028513401,28.51340099
6/14/2008,0.02597619,0.039147541,0.019428571,0.028184101,28.18410096
6/15/2008,0.025571429,0.038278689,0.019714286,0.027854801,27.85480094
6/16/2008,0.025166667,0.037409836,0.02,0.027525501,27.52550091
6/17/2008,0.024761905,0.036540984,0.020285714,0.027196201,27.19620088
6/18/2008,0.024357143,0.035672131,0.020571429,0.026866901,26.86690086
6/19/2008,0.023952381,0.034803279,0.020857143,0.026537601,26.53760083
6/20/2008,0.023547619,0.033934426,0.021142857,0.026208301,26.20830081
6/21/2008,0.023142857,0.033065574,0.021428571,0.025879001,25.87900078
6/22/2008,0.022738095,0.032196721,0.021714286,0.025549701,25.54970075
6/23/2008,0.022333333,0.031327869,0.022,0.025220401,25.22040073
6/24/2008,0.021928571,0.030459016,0.022285714,0.024891101,24.8911007
6/25/2008,0.02152381,0.029590164,0.022571429,0.024561801,24.56180068
6/26/2008,0.021119048,0.028721311,0.022857143,0.024232501,24.23250065
6/27/2008,0.020714286,0.027852459,0.023142857,0.023903201,23.90320062
6/28/2008,0.020309524,0.026983607,0.023428571,0.023573901,23.5739006
