date,Chla
1/1/2008,13.18465608
1/2/2008,13.41587302
1/3/2008,13.64708995
1/4/2008,13.87830688
1/5/2008,14.10952381
1/6/2008,14.34074074
1/7/2008,14.57195767
1/8/2008,14.8031746
1/9/2008,15.03439153
1/10/2008,15.26560847
1/11/2008,15.4968254
1/12/2008,15.72804233
1/13/2008,15.95925926
1/14/2008,16.19047619
1/15/2008,16.05487285
1/16/2008,15.9192695
1/17/2008,15.78366615
1/18/2008,15.64806281
1/19/2008,15.51245946
1/20/2008,15.37685612
1/21/2008,15.24125277
1/22/2008,15.10564943
1/23/2008,14.97004608
1/24/2008,14.83444274
1/25/2008,14.69883939
1/26/2008,14.56323605
1/27/2008,14.4276327
1/28/2008,14.29202936
1/29/2008,14.15642601
1/30/2008,14.02082267
1/31/2008,13.88521932
2/1/2008,13.74961598
2/2/2008,13.61401263
2/3/2008,13.47840928
2/4/2008,13.34280594
2/5/2008,13.20720259
2/6/2008,13.07159925
2/7/2008,12.9359959
2/8/2008,12.80039256
2/9/2008,12.66478921
2/10/2008,12.52918587
2/11/2008,12.39358252
2/12/2008,12.25797918
2/13/2008,12.12237583
2/14/2008,11.98677249
2/15/2008,12.05535206
2/16/2008,12.12393162
2/17/2008,12.19251119
2/18/2008,12.26109076
2/19/2008,12.32967033
2/20/2008,12.3982499
2/21/2008,12.46682947
2/22/2008,12.53540904
2/23/2008,12.6039886
2/24/2008,12.67256817
2/25/2008,12.74114774
2/26/2008,12.80972731
2/27/2008,12.87830688
2/28/2008,12.94688645
2/29/2008,13.01546602
3/1/2008,13.08404558
3/2/2008,13.15262515
3/3/2008,13.22120472
3/4/2008,13.28978429
3/5/2008,13.35836386
3/6/2008,13.42694343
3/7/2008,13.495523
3/8/2008,13.56410256
3/9/2008,13.63268213
3/10/2008,13.7012617
3/11/2008,13.76984127
3/12/2008,13.91534392
3/13/2008,14.06084656
3/14/2008,14.20634921
3/15/2008,14.35185185
3/16/2008,14.4973545
3/17/2008,14.64285714
3/18/2008,14.78835979
3/19/2008,14.93386243
3/20/2008,15.07936508
3/21/2008,15.22486772
3/22/2008,15.37037037
3/23/2008,15.51587302
3/24/2008,15.66137566
3/25/2008,15.80687831
3/26/2008,15.95238095
3/27/2008,16.0978836
3/28/2008,16.24338624
3/29/2008,16.38888889
3/30/2008,16.53439153
3/31/2008,16.67989418
4/1/2008,16.82539683
4/2/2008,16.97089947
4/3/2008,17.11640212
4/4/2008,17.26190476
4/5/2008,17.40740741
4/6/2008,17.55291005
4/7/2008,17.6984127
4/8/2008,17.84391534
4/9/2008,17.98941799
4/10/2008,18.13492063
4/11/2008,18.28042328
4/12/2008,18.42592593
4/13/2008,18.57142857
4/14/2008,18.71693122
4/15/2008,18.84698985
4/16/2008,18.97704848
4/17/2008,19.10710711
