Date,RegWCA
27-Apr-08,0
28-Apr-08,0
29-Apr-08,0
30-Apr-08,0
1-May-08,0
2-May-08,0
3-May-08,0
4-May-08,0
5-May-08,0
6-May-08,0
7-May-08,0
8-May-08,0
9-May-08,0
10-May-08,0
11-May-08,0
12-May-08,0
13-May-08,0
14-May-08,0
15-May-08,0
16-May-08,0
17-May-08,0
18-May-08,0
19-May-08,0
20-May-08,0
21-May-08,0
22-May-08,0
23-May-08,0
24-May-08,0
25-May-08,0
26-May-08,0
27-May-08,0
28-May-08,0
29-May-08,0
30-May-08,0
31-May-08,0
1-Jun-08,0
2-Jun-08,0
3-Jun-08,0
4-Jun-08,0
5-Jun-08,0
6-Jun-08,0
7-Jun-08,0
8-Jun-08,0
9-Jun-08,0
10-Jun-08,0
11-Jun-08,0
12-Jun-08,0
13-Jun-08,0
14-Jun-08,0
15-Jun-08,0
16-Jun-08,0
17-Jun-08,0
18-Jun-08,0
19-Jun-08,0
20-Jun-08,0
21-Jun-08,0
22-Jun-08,0
23-Jun-08,0
24-Jun-08,0
25-Jun-08,0
26-Jun-08,0
27-Jun-08,0
28-Jun-08,0
29-Jun-08,0
30-Jun-08,0
1-Jul-08,0
2-Jul-08,0
3-Jul-08,0
4-Jul-08,0
5-Jul-08,0
6-Jul-08,0
7-Jul-08,0
8-Jul-08,0
9-Jul-08,0
10-Jul-08,0
11-Jul-08,0
12-Jul-08,0
13-Jul-08,0
14-Jul-08,0
15-Jul-08,0
16-Jul-08,0
17-Jul-08,0
18-Jul-08,0
19-Jul-08,0
20-Jul-08,0
21-Jul-08,0
22-Jul-08,0
23-Jul-08,0
24-Jul-08,0
25-Jul-08,0
26-Jul-08,0
27-Jul-08,0
28-Jul-08,0
29-Jul-08,0
30-Jul-08,0
31-Jul-08,0
1-Aug-08,0
2-Aug-08,0
3-Aug-08,0
4-Aug-08,0
5-Aug-08,0
6-Aug-08,0
7-Aug-08,0
8-Aug-08,0
9-Aug-08,0
10-Aug-08,0
11-Aug-08,0
12-Aug-08,0
13-Aug-08,0
14-Aug-08,0
15-Aug-08,0
16-Aug-08,0
17-Aug-08,0
18-Aug-08,0
19-Aug-08,0
20-Aug-08,0
21-Aug-08,0
22-Aug-08,0
23-Aug-08,0
24-Aug-08,0
25-Aug-08,0
26-Aug-08,0
27-Aug-08,0
28-Aug-08,685
29-Aug-08,1117
30-Aug-08,1103
31-Aug-08,196
1-Sep-08,928
2-Sep-08,1135
3-Sep-08,993
4-Sep-08,704
5-Sep-08,0
6-Sep-08,0
7-Sep-08,0
8-Sep-08,0
9-Sep-08,0
10-Sep-08,0
11-Sep-08,0
12-Sep-08,0
13-Sep-08,0
14-Sep-08,0
15-Sep-08,0
16-Sep-08,0
17-Sep-08,0
18-Sep-08,0
19-Sep-08,0
20-Sep-08,0
21-Sep-08,0
22-Sep-08,0
23-Sep-08,0
24-Sep-08,0
25-Sep-08,0
26-Sep-08,0
27-Sep-08,0
28-Sep-08,0
29-Sep-08,0
30-Sep-08,0
1-Oct-08,0
2-Oct-08,0
3-Oct-08,0
4-Oct-08,0
5-Oct-08,0
6-Oct-08,0
7-Oct-08,0
8-Oct-08,0
9-Oct-08,0
10-Oct-08,0
11-Oct-08,0
12-Oct-08,0
13-Oct-08,0
14-Oct-08,0
15-Oct-08,0
16-Oct-08,0
17-Oct-08,0
18-Oct-08,0
19-Oct-08,0
20-Oct-08,0
21-Oct-08,0
22-Oct-08,0
23-Oct-08,0
24-Oct-08,0
25-Oct-08,0
26-Oct-08,0
27-Oct-08,0
28-Oct-08,0
29-Oct-08,0
30-Oct-08,0
31-Oct-08,0
1-Nov-08,0
2-Nov-08,0
3-Nov-08,0
4-Nov-08,0
5-Nov-08,0
6-Nov-08,0
7-Nov-08,0
8-Nov-08,0
9-Nov-08,0
10-Nov-08,0
11-Nov-08,0
12-Nov-08,0
13-Nov-08,0
14-Nov-08,0
15-Nov-08,0
16-Nov-08,0
17-Nov-08,0
18-Nov-08,0
19-Nov-08,0
20-Nov-08,0
21-Nov-08,0
22-Nov-08,0
23-Nov-08,0
24-Nov-08,0
25-Nov-08,0
26-Nov-08,0
27-Nov-08,0
28-Nov-08,0
29-Nov-08,0
30-Nov-08,0
1-Dec-08,900
2-Dec-08,900
3-Dec-08,900
4-Dec-08,823
5-Dec-08,812
6-Dec-08,816
7-Dec-08,654
8-Dec-08,626
9-Dec-08,624
10-Dec-08,613
11-Dec-08,976
12-Dec-08,900
13-Dec-08,900
14-Dec-08,900
15-Dec-08,900
16-Dec-08,900
17-Dec-08,900
18-Dec-08,854
19-Dec-08,751
20-Dec-08,758
21-Dec-08,754
22-Dec-08,641
23-Dec-08,606
24-Dec-08,750
25-Dec-08,650
26-Dec-08,485
27-Dec-08,503
28-Dec-08,613
29-Dec-08,632
30-Dec-08,609
31-Dec-08,627
1-Jan-09,637
2-Jan-09,688
3-Jan-09,621
4-Jan-09,940
5-Jan-09,731
6-Jan-09,125
7-Jan-09,728
8-Jan-09,507
9-Jan-09,523
10-Jan-09,585
11-Jan-09,602
12-Jan-09,628
13-Jan-09,900
14-Jan-09,51
15-Jan-09,554
16-Jan-09,589
17-Jan-09,502
18-Jan-09,255
19-Jan-09,433
20-Jan-09,241
21-Jan-09,227
22-Jan-09,186
23-Jan-09,150
24-Jan-09,170
25-Jan-09,266
26-Jan-09,243
27-Jan-09,197
28-Jan-09,66
29-Jan-09,3
30-Jan-09,302
31-Jan-09,198
1-Feb-09,309
2-Feb-09,548
3-Feb-09,540
4-Feb-09,540
5-Feb-09,540
6-Feb-09,389
7-Feb-09,361
8-Feb-09,377
9-Feb-09,181
10-Feb-09,192
11-Feb-09,335
12-Feb-09,297
13-Feb-09,290
14-Feb-09,284
15-Feb-09,215
16-Feb-09,219
17-Feb-09,182
18-Feb-09,221
19-Feb-09,202
20-Feb-09,239
21-Feb-09,225
22-Feb-09,154
23-Feb-09,311
24-Feb-09,286
25-Feb-09,288
26-Feb-09,266
27-Feb-09,229
28-Feb-09,52
1-Mar-09,114
2-Mar-09,0
3-Mar-09,0
4-Mar-09,0
5-Mar-09,0
6-Mar-09,0
7-Mar-09,0
8-Mar-09,0
9-Mar-09,0
10-Mar-09,0
11-Mar-09,0
12-Mar-09,0
13-Mar-09,0
14-Mar-09,0
15-Mar-09,0
16-Mar-09,0
17-Mar-09,0
18-Mar-09,180
19-Mar-09,180
20-Mar-09,180
21-Mar-09,93
22-Mar-09,90
23-Mar-09,93
24-Mar-09,180
25-Mar-09,180
26-Mar-09,0
27-Mar-09,0
28-Mar-09,0
29-Mar-09,0
30-Mar-09,0
31-Mar-09,0
1-Apr-09,0
2-Apr-09,0
3-Apr-09,0
4-Apr-09,0
5-Apr-09,0
6-Apr-09,0
7-Apr-09,0
8-Apr-09,0
9-Apr-09,0
10-Apr-09,0
11-Apr-09,0
12-Apr-09,0
13-Apr-09,0
14-Apr-09,0
15-Apr-09,0
16-Apr-09,0
17-Apr-09,0
18-Apr-09,0
19-Apr-09,0
20-Apr-09,0
21-Apr-09,180
22-Apr-09,0
23-Apr-09,0
24-Apr-09,0
25-Apr-09,0
26-Apr-09,0
27-Apr-09,0
28-Apr-09,0
29-Apr-09,0
30-Apr-09,0
1-May-09,0
2-May-09,0
3-May-09,0
4-May-09,0
5-May-09,0
6-May-09,0
7-May-09,0
8-May-09,0
9-May-09,0
10-May-09,0
11-May-09,0
12-May-09,0
13-May-09,0
14-May-09,0
15-May-09,0
16-May-09,0
17-May-09,0
18-May-09,0
19-May-09,0
20-May-09,0
21-May-09,0
22-May-09,46
23-May-09,177
24-May-09,220
25-May-09,0
26-May-09,0
27-May-09,0
28-May-09,0
29-May-09,0
30-May-09,0
31-May-09,87
1-Jun-09,355
2-Jun-09,377
3-Jun-09,930
4-Jun-09,909
5-Jun-09,437
6-Jun-09,0
7-Jun-09,930
8-Jun-09,37
9-Jun-09,844
10-Jun-09,966
11-Jun-09,1051
12-Jun-09,1180
13-Jun-09,1189
14-Jun-09,993
15-Jun-09,714
16-Jun-09,541
17-Jun-09,436
18-Jun-09,585
19-Jun-09,393
20-Jun-09,316
21-Jun-09,265
22-Jun-09,227
23-Jun-09,0
24-Jun-09,599
25-Jun-09,761
26-Jun-09,0
27-Jun-09,671
28-Jun-09,730
29-Jun-09,0
30-Jun-09,0
1-Jul-09,0
2-Jul-09,0
3-Jul-09,0
4-Jul-09,687
5-Jul-09,668
6-Jul-09,770
7-Jul-09,924
8-Jul-09,1005
9-Jul-09,664
10-Jul-09,518
11-Jul-09,217
12-Jul-09,277
13-Jul-09,309
14-Jul-09,307
15-Jul-09,255
16-Jul-09,225
17-Jul-09,324
18-Jul-09,243
19-Jul-09,0
20-Jul-09,263
21-Jul-09,213
22-Jul-09,262
23-Jul-09,176
24-Jul-09,157
25-Jul-09,307
26-Jul-09,101
27-Jul-09,85
28-Jul-09,31
29-Jul-09,71
30-Jul-09,90
31-Jul-09,82
1-Aug-09,72
2-Aug-09,52
3-Aug-09,50
4-Aug-09,37
5-Aug-09,13
6-Aug-09,0
7-Aug-09,89
8-Aug-09,121
9-Aug-09,0
10-Aug-09,0
11-Aug-09,0
12-Aug-09,0
13-Aug-09,0
14-Aug-09,238
15-Aug-09,0
16-Aug-09,344
17-Aug-09,286
18-Aug-09,271
19-Aug-09,211
20-Aug-09,188
21-Aug-09,0
22-Aug-09,0
23-Aug-09,0
24-Aug-09,49
25-Aug-09,533
26-Aug-09,641
27-Aug-09,473
28-Aug-09,0
29-Aug-09,142
30-Aug-09,251
31-Aug-09,0
1-Sep-09,0
2-Sep-09,0
3-Sep-09,0
4-Sep-09,0
5-Sep-09,0
6-Sep-09,0
7-Sep-09,0
8-Sep-09,0
9-Sep-09,0
10-Sep-09,0
11-Sep-09,0
12-Sep-09,0
13-Sep-09,0
14-Sep-09,611
15-Sep-09,697
16-Sep-09,499
17-Sep-09,551
18-Sep-09,589
19-Sep-09,261
20-Sep-09,387
21-Sep-09,400
22-Sep-09,239
23-Sep-09,370
24-Sep-09,280
25-Sep-09,285
26-Sep-09,0
27-Sep-09,0
28-Sep-09,0
29-Sep-09,585
30-Sep-09,622
1-Oct-09,0
2-Oct-09,0
3-Oct-09,0
4-Oct-09,0
5-Oct-09,0
6-Oct-09,0
7-Oct-09,0
8-Oct-09,0
9-Oct-09,0
10-Oct-09,0
11-Oct-09,0
12-Oct-09,0
13-Oct-09,0
14-Oct-09,0
15-Oct-09,0
16-Oct-09,0
17-Oct-09,0
18-Oct-09,0
19-Oct-09,0
20-Oct-09,0
21-Oct-09,0
22-Oct-09,0
23-Oct-09,0
24-Oct-09,0
25-Oct-09,0
26-Oct-09,0
27-Oct-09,0
28-Oct-09,0
29-Oct-09,0
30-Oct-09,0
31-Oct-09,0
1-Nov-09,0
2-Nov-09,0
3-Nov-09,0
4-Nov-09,0
5-Nov-09,0
6-Nov-09,0
7-Nov-09,0
8-Nov-09,0
9-Nov-09,0
10-Nov-09,0
11-Nov-09,0
12-Nov-09,0
13-Nov-09,0
14-Nov-09,0
15-Nov-09,0
16-Nov-09,0
17-Nov-09,0
18-Nov-09,0
19-Nov-09,0
20-Nov-09,0
21-Nov-09,0
22-Nov-09,0
23-Nov-09,0
24-Nov-09,0
25-Nov-09,0
26-Nov-09,0
27-Nov-09,0
28-Nov-09,0
29-Nov-09,0
30-Nov-09,0
1-Dec-09,540
2-Dec-09,540
3-Dec-09,540
4-Dec-09,615
5-Dec-09,0
6-Dec-09,540
7-Dec-09,540
8-Dec-09,540
9-Dec-09,540
10-Dec-09,540
11-Dec-09,540
12-Dec-09,524
13-Dec-09,189
14-Dec-09,260
15-Dec-09,0
16-Dec-09,0
17-Dec-09,0
18-Dec-09,0
19-Dec-09,0
20-Dec-09,659
21-Dec-09,1100
22-Dec-09,1099
23-Dec-09,1069
24-Dec-09,1099
25-Dec-09,1098
26-Dec-09,1098
27-Dec-09,1040
28-Dec-09,950
29-Dec-09,894
30-Dec-09,843
31-Dec-09,802
1-Jan-10,608
2-Jan-10,777
3-Jan-10,746
4-Jan-10,720
5-Jan-10,697
6-Jan-10,678
7-Jan-10,661
8-Jan-10,646
9-Jan-10,456
10-Jan-10,647
11-Jan-10,635
12-Jan-10,623
13-Jan-10,613
14-Jan-10,603
15-Jan-10,596
16-Jan-10,588
17-Jan-10,175
18-Jan-10,614
19-Jan-10,606
20-Jan-10,597
21-Jan-10,588
22-Jan-10,537
23-Jan-10,574
24-Jan-10,566
25-Jan-10,0
26-Jan-10,604
27-Jan-10,597
28-Jan-10,588
29-Jan-10,539
30-Jan-10,531
31-Jan-10,523
1-Feb-10,0
2-Feb-10,0
3-Feb-10,477
4-Feb-10,667
5-Feb-10,0
6-Feb-10,879
7-Feb-10,914
8-Feb-10,857
9-Feb-10,426
10-Feb-10,747
11-Feb-10,757
12-Feb-10,0
13-Feb-10,0
14-Feb-10,558
15-Feb-10,835
16-Feb-10,995
17-Feb-10,921
18-Feb-10,863
19-Feb-10,815
20-Feb-10,778
21-Feb-10,747
22-Feb-10,722
23-Feb-10,635
24-Feb-10,72
25-Feb-10,767
26-Feb-10,750
27-Feb-10,615
28-Feb-10,717
1-Mar-10,652
2-Mar-10,0
3-Mar-10,315
4-Mar-10,776
5-Mar-10,750
6-Mar-10,712
7-Mar-10,645
8-Mar-10,656
9-Mar-10,612
10-Mar-10,559
11-Mar-10,0
12-Mar-10,0
13-Mar-10,0
14-Mar-10,0
15-Mar-10,0
16-Mar-10,136
17-Mar-10,650
18-Mar-10,1100
19-Mar-10,1099
20-Mar-10,1100
21-Mar-10,1100
22-Mar-10,1075
23-Mar-10,1094
24-Mar-10,1090
25-Mar-10,1082
26-Mar-10,1011
27-Mar-10,943
28-Mar-10,745
29-Mar-10,0
30-Mar-10,282
31-Mar-10,1100
1-Apr-10,1098
2-Apr-10,1038
3-Apr-10,950
4-Apr-10,852
5-Apr-10,792
6-Apr-10,738
7-Apr-10,740
8-Apr-10,648
9-Apr-10,441
10-Apr-10,428
11-Apr-10,572
12-Apr-10,67
13-Apr-10,690
14-Apr-10,669
15-Apr-10,648
16-Apr-10,631
17-Apr-10,617
18-Apr-10,0
19-Apr-10,0
20-Apr-10,0
21-Apr-10,798
22-Apr-10,885
23-Apr-10,697
24-Apr-10,1097
25-Apr-10,1064
26-Apr-10,0
27-Apr-10,0
28-Apr-10,907
29-Apr-10,1100
30-Apr-10,940
1-May-10,727
2-May-10,1099
3-May-10,1084
4-May-10,984
5-May-10,908
6-May-10,625
7-May-10,860
8-May-10,835
9-May-10,793
10-May-10,755
11-May-10,714
12-May-10,673
13-May-10,407
14-May-10,114
15-May-10,0
16-May-10,608
17-May-10,625
18-May-10,632
19-May-10,602
20-May-10,615
21-May-10,600
22-May-10,149
23-May-10,0
24-May-10,110
25-May-10,245
26-May-10,245
27-May-10,911
28-May-10,1040
29-May-10,900
30-May-10,983
31-May-10,0
1-Jun-10,0
2-Jun-10,0
3-Jun-10,0
4-Jun-10,0
5-Jun-10,422
6-Jun-10,1107
7-Jun-10,1060
8-Jun-10,1277
9-Jun-10,1295
10-Jun-10,1295
11-Jun-10,1805
12-Jun-10,1864
13-Jun-10,1810
14-Jun-10,1660
15-Jun-10,1421
16-Jun-10,1189
17-Jun-10,413
18-Jun-10,0
19-Jun-10,594
20-Jun-10,0
21-Jun-10,581
22-Jun-10,1285
23-Jun-10,1875
24-Jun-10,1195
25-Jun-10,911
26-Jun-10,672
27-Jun-10,621
28-Jun-10,178
29-Jun-10,151
30-Jun-10,214
1-Jul-10,350
2-Jul-10,63
3-Jul-10,0
4-Jul-10,0
5-Jul-10,0
6-Jul-10,0
7-Jul-10,0
8-Jul-10,1347
9-Jul-10,1350
10-Jul-10,1350
11-Jul-10,1314
12-Jul-10,2157
13-Jul-10,2216
14-Jul-10,2195
15-Jul-10,2276
16-Jul-10,1972
17-Jul-10,1676
18-Jul-10,1229
19-Jul-10,1002
20-Jul-10,56
21-Jul-10,0
22-Jul-10,0
23-Jul-10,421
24-Jul-10,557
25-Jul-10,423
26-Jul-10,232
27-Jul-10,202
28-Jul-10,177
29-Jul-10,156
30-Jul-10,123
31-Jul-10,40
1-Aug-10,41
2-Aug-10,144
3-Aug-10,173
4-Aug-10,285
5-Aug-10,196
6-Aug-10,0
7-Aug-10,141
8-Aug-10,0
9-Aug-10,0
10-Aug-10,0
11-Aug-10,0
12-Aug-10,1153
13-Aug-10,1316
14-Aug-10,1299
15-Aug-10,1234
16-Aug-10,18
17-Aug-10,290
18-Aug-10,593
19-Aug-10,0
20-Aug-10,0
21-Aug-10,1754
22-Aug-10,0
23-Aug-10,288
24-Aug-10,1291
25-Aug-10,1113
26-Aug-10,0
27-Aug-10,1282
28-Aug-10,1550
29-Aug-10,0
30-Aug-10,451
31-Aug-10,1066
1-Sep-10,702
2-Sep-10,579
3-Sep-10,228
4-Sep-10,544
5-Sep-10,0
6-Sep-10,0
7-Sep-10,0
8-Sep-10,0
9-Sep-10,0
10-Sep-10,0
11-Sep-10,0
12-Sep-10,0
13-Sep-10,918
14-Sep-10,1056
15-Sep-10,830
16-Sep-10,742
17-Sep-10,638
18-Sep-10,734
19-Sep-10,943
20-Sep-10,852
21-Sep-10,651
22-Sep-10,390
23-Sep-10,315
24-Sep-10,281
25-Sep-10,325
26-Sep-10,288
27-Sep-10,251
28-Sep-10,0
29-Sep-10,0
30-Sep-10,0
1-Oct-10,0
2-Oct-10,0
3-Oct-10,0
4-Oct-10,0
5-Oct-10,0
6-Oct-10,0
7-Oct-10,0
8-Oct-10,0
9-Oct-10,0
10-Oct-10,0
11-Oct-10,0
12-Oct-10,0
13-Oct-10,0
14-Oct-10,0
15-Oct-10,0
16-Oct-10,0
17-Oct-10,0
18-Oct-10,0
19-Oct-10,0
20-Oct-10,0
21-Oct-10,0
22-Oct-10,0
23-Oct-10,0
24-Oct-10,0
25-Oct-10,0
26-Oct-10,0
27-Oct-10,0
28-Oct-10,0
29-Oct-10,0
30-Oct-10,0
31-Oct-10,0
1-Nov-10,0
2-Nov-10,0
3-Nov-10,0
4-Nov-10,0
5-Nov-10,0
6-Nov-10,0
7-Nov-10,0
8-Nov-10,0
9-Nov-10,0
10-Nov-10,0
11-Nov-10,0
12-Nov-10,0
13-Nov-10,0
14-Nov-10,0
15-Nov-10,0
16-Nov-10,0
17-Nov-10,0
18-Nov-10,0
19-Nov-10,0
20-Nov-10,0
21-Nov-10,0
22-Nov-10,0
23-Nov-10,0
24-Nov-10,0
25-Nov-10,0
26-Nov-10,0
27-Nov-10,0
28-Nov-10,0
29-Nov-10,0
30-Nov-10,0
1-Dec-10,228
2-Dec-10,218
3-Dec-10,103
4-Dec-10,137
5-Dec-10,163
6-Dec-10,167
7-Dec-10,296
8-Dec-10,293
9-Dec-10,573
10-Dec-10,366
11-Dec-10,374
12-Dec-10,258
13-Dec-10,237
14-Dec-10,272
15-Dec-10,209
16-Dec-10,183
17-Dec-10,168
18-Dec-10,567
19-Dec-10,540
20-Dec-10,540
21-Dec-10,540
22-Dec-10,540
23-Dec-10,540
24-Dec-10,428
25-Dec-10,308
26-Dec-10,482
27-Dec-10,475
28-Dec-10,453
29-Dec-10,377
30-Dec-10,298
31-Dec-10,184
1-Jan-11,141
2-Jan-11,207
3-Jan-11,277
4-Jan-11,155
5-Jan-11,112
6-Jan-11,590
7-Jan-11,540
8-Jan-11,540
9-Jan-11,540
10-Jan-11,458
11-Jan-11,351
12-Jan-11,327
13-Jan-11,354
14-Jan-11,448
15-Jan-11,448
16-Jan-11,476
17-Jan-11,643
18-Jan-11,499
19-Jan-11,441
20-Jan-11,460
21-Jan-11,540
22-Jan-11,355
23-Jan-11,327
24-Jan-11,359
25-Jan-11,568
26-Jan-11,540
27-Jan-11,540
28-Jan-11,540
29-Jan-11,540
30-Jan-11,540
31-Jan-11,540
1-Feb-11,493
2-Feb-11,480
3-Feb-11,361
4-Feb-11,499
5-Feb-11,496
6-Feb-11,540
7-Feb-11,375
8-Feb-11,391
9-Feb-11,413
10-Feb-11,540
11-Feb-11,540
12-Feb-11,540
13-Feb-11,540
14-Feb-11,516
15-Feb-11,519
16-Feb-11,540
17-Feb-11,540
18-Feb-11,484
19-Feb-11,399
20-Feb-11,416
21-Feb-11,353
22-Feb-11,312
23-Feb-11,231
24-Feb-11,76
25-Feb-11,0
26-Feb-11,27
27-Feb-11,115
28-Feb-11,0
1-Mar-11,540
2-Mar-11,150
3-Mar-11,0
4-Mar-11,0
5-Mar-11,0
6-Mar-11,0
7-Mar-11,0
8-Mar-11,0
9-Mar-11,0
10-Mar-11,180
11-Mar-11,180
12-Mar-11,180
13-Mar-11,67
14-Mar-11,0
15-Mar-11,0
16-Mar-11,0
17-Mar-11,0
18-Mar-11,0
19-Mar-11,0
20-Mar-11,0
21-Mar-11,0
22-Mar-11,0
23-Mar-11,0
24-Mar-11,0
25-Mar-11,0
26-Mar-11,0
27-Mar-11,0
28-Mar-11,0
29-Mar-11,0
30-Mar-11,220
31-Mar-11,220
1-Apr-11,220
2-Apr-11,178
3-Apr-11,173
4-Apr-11,163
5-Apr-11,198
6-Apr-11,192
7-Apr-11,182
8-Apr-11,102
9-Apr-11,101
10-Apr-11,95
11-Apr-11,0
12-Apr-11,0
13-Apr-11,0
14-Apr-11,0
15-Apr-11,0
16-Apr-11,0
17-Apr-11,0
18-Apr-11,81
19-Apr-11,32
20-Apr-11,0
21-Apr-11,0
22-Apr-11,0
23-Apr-11,0
24-Apr-11,0
25-Apr-11,0
26-Apr-11,0
27-Apr-11,0
28-Apr-11,0
29-Apr-11,0
30-Apr-11,0
1-May-11,0
2-May-11,0
3-May-11,0
4-May-11,0
5-May-11,0
6-May-11,207
7-May-11,0
8-May-11,0
9-May-11,0
10-May-11,0
11-May-11,0
12-May-11,0
13-May-11,0
14-May-11,0
15-May-11,0
16-May-11,0
17-May-11,0
18-May-11,0
19-May-11,0
20-May-11,0
21-May-11,0
22-May-11,0
23-May-11,0
24-May-11,0
25-May-11,0
26-May-11,0
27-May-11,0
28-May-11,0
29-May-11,0
30-May-11,0
31-May-11,0
1-Jun-11,0
2-Jun-11,0
3-Jun-11,0
4-Jun-11,0
5-Jun-11,0
6-Jun-11,0
7-Jun-11,0
8-Jun-11,0
9-Jun-11,0
10-Jun-11,0
11-Jun-11,0
12-Jun-11,0
13-Jun-11,0
14-Jun-11,0
15-Jun-11,0
16-Jun-11,0
17-Jun-11,0
18-Jun-11,0
19-Jun-11,0
20-Jun-11,0
21-Jun-11,0
22-Jun-11,0
23-Jun-11,0
24-Jun-11,0
25-Jun-11,0
26-Jun-11,0
27-Jun-11,0
28-Jun-11,0
29-Jun-11,0
30-Jun-11,0
1-Jul-11,0
2-Jul-11,0
3-Jul-11,0
4-Jul-11,0
5-Jul-11,0
6-Jul-11,0
7-Jul-11,0
8-Jul-11,0
9-Jul-11,0
10-Jul-11,0
11-Jul-11,0
12-Jul-11,0
13-Jul-11,0
14-Jul-11,0
15-Jul-11,0
16-Jul-11,0
17-Jul-11,0
18-Jul-11,0
19-Jul-11,0
20-Jul-11,0
21-Jul-11,0
22-Jul-11,0
23-Jul-11,0
24-Jul-11,0
25-Jul-11,0
26-Jul-11,0
27-Jul-11,0
28-Jul-11,0
29-Jul-11,0
30-Jul-11,0
31-Jul-11,0
1-Aug-11,0
2-Aug-11,0
3-Aug-11,0
4-Aug-11,0
5-Aug-11,0
6-Aug-11,0
7-Aug-11,0
8-Aug-11,0
9-Aug-11,0
10-Aug-11,0
11-Aug-11,0
12-Aug-11,0
13-Aug-11,0
14-Aug-11,0
15-Aug-11,0
16-Aug-11,0
17-Aug-11,0
18-Aug-11,0
19-Aug-11,0
20-Aug-11,0
21-Aug-11,0
22-Aug-11,0
23-Aug-11,0
24-Aug-11,0
25-Aug-11,0
26-Aug-11,0
27-Aug-11,0
28-Aug-11,0
29-Aug-11,0
30-Aug-11,0
31-Aug-11,0
1-Sep-11,0
2-Sep-11,0
3-Sep-11,0
4-Sep-11,0
5-Sep-11,0
6-Sep-11,0
7-Sep-11,0
8-Sep-11,0
9-Sep-11,0
10-Sep-11,0
11-Sep-11,0
12-Sep-11,0
13-Sep-11,0
14-Sep-11,0
15-Sep-11,0
16-Sep-11,0
17-Sep-11,0
18-Sep-11,0
19-Sep-11,0
20-Sep-11,0
21-Sep-11,0
22-Sep-11,0
23-Sep-11,0
24-Sep-11,0
25-Sep-11,0
26-Sep-11,0
27-Sep-11,0
28-Sep-11,0
29-Sep-11,0
30-Sep-11,0
1-Oct-11,0
2-Oct-11,0
3-Oct-11,0
4-Oct-11,0
5-Oct-11,0
6-Oct-11,0
7-Oct-11,0
8-Oct-11,0
9-Oct-11,0
10-Oct-11,0
11-Oct-11,0
12-Oct-11,0
13-Oct-11,0
14-Oct-11,0
15-Oct-11,0
16-Oct-11,0
17-Oct-11,0
18-Oct-11,0
19-Oct-11,0
20-Oct-11,0
21-Oct-11,0
22-Oct-11,0
23-Oct-11,0
24-Oct-11,0
25-Oct-11,0
26-Oct-11,0
27-Oct-11,0
28-Oct-11,0
29-Oct-11,0
30-Oct-11,0
31-Oct-11,0
1-Nov-11,0
2-Nov-11,0
3-Nov-11,0
4-Nov-11,0
5-Nov-11,0
6-Nov-11,0
7-Nov-11,0
8-Nov-11,0
9-Nov-11,0
10-Nov-11,0
11-Nov-11,0
12-Nov-11,0
13-Nov-11,0
14-Nov-11,0
15-Nov-11,0
16-Nov-11,0
