Date,"EOD Stg(ft,NGVD)",Net Inflow,LOSAdmd,LOSAsup,C44Runoff,SLTRIB,S308BK,S308RG,STEST,S80,C43Runoff,S77BK,S77RG,CAEST,S79,RegWCA,RegL8C51,ETVOL,et_open,et_litoral,et_dry,CE_SAL,MA_CESAL
30-Dec-07,10.31,-1147.886669,1662.69,1062.34,236.0000002,38.67,50.87471771,0,0,0,178.1295815,48.43887711,0,0,129.6907043,0,0,3121,0.087858937,0,0.066702228,4.17,5.85
31-Dec-07,10.31,-255.2717064,1596.99,1062.35,103.0000001,40.04,43.37786865,0,0,0,74.50466156,17.35139847,0,0,57.15326309,0,0,3277,0.092291739,0,0.069982075,4.59,5.65
1-Jan-08,10.268,-13874.52046,947.12,947.12,56.00000003,23.39,14.77690887,0,0,0,60.09578705,0,0,0,65.09578705,0,0,2003,0.067957807,0,0.021780693,4.86,5.47
2-Jan-08,10.156,-36677.7969,2937.48,1058.46,51.00000003,18.54,12.81068802,0,0,0,85.50541687,0,0,0,90.50541687,0,0,4266,0.144844942,0,0.046377932,5.05,5.34
3-Jan-08,9.986,-54723.50055,1659.86,1058.46,15,15.99,9.841190338,0,0,0,4.028232574,0,0,0,9.028232574,0,0,2392,0.08129962,0,0.025989652,5.23,5.35
4-Jan-08,10.128,46805.12071,1479.63,1058.46,0,16.1,1.860347867,0,0,0,0,0,0,0,4.999999523,0,0,2003,0.068125384,0,0.021854114,5.42,5.44
5-Jan-08,10.144,5197.522513,1641.73,1058.46,0,18.85,0.983110666,0,0,0,0,0,0,0,4.999999523,0,0,2297,0.078180602,0,0.025005988,5.59,5.59
6-Jan-08,10.15,1684.328199,2027.78,1058.46,53.00000002,20.61,0.226871684,0,0,0,0,0,0,0,4.999999523,0,0,2916,0.099300653,0,0.031803769,5.75,5.78
7-Jan-08,10.158,2678.694821,1950.04,1058.45,0,25.54,0,0,0,0,0,0,0,0,4.999999523,0,0,2162,0.073676101,0,0.023577187,6,6
8-Jan-08,10.16,1151.853595,2652.09,1060.29,0,35.43,0,0,0,0,0,0,0,0,4.999999523,0,0,3314,0.112889186,0,0.036150628,6.23,6.23
9-Jan-08,10.154,-1756.129565,2387.32,1060.28,0,28.81,0,0,0,0,0,0,0,0,4.999999523,0,0,2870,0.097743555,0,0.031344889,6.48,6.46
10-Jan-08,10.158,1583.11503,2560.49,1060.28,0,19.64,0,0,0,0,0,0,0,0,4.999999523,0,0,3132,0.106702377,0,0.034142259,6.72,6.69
11-Jan-08,10.158,51.3716954,2450.23,1060.28,0,21.23,0,0,0,0,0,0,0,0,4.999999523,0,0,2977,0.101399397,0,0.032492528,6.98,6.93
12-Jan-08,10.152,-2073.880361,1091.6,1060.28,47.00000004,17.06,0,0,0,0,0,0,0,0,4.999999523,0,0,3073,0.104641124,0,0.033526772,7.25,7.17
13-Jan-08,10.16,2413.704145,1532.68,1060.28,93.00000007,16.49,0,0,0,0,0,0,0,0,4.999999523,0,0,2370,0.080709386,0,0.025845049,7.51,7.4
14-Jan-08,10.116,-14758.80488,3426.25,1060.28,173.0000001,17.95,0,0,0,0,0,0,0,0,4.999999523,0,0,3821,0.130189248,0,0.041707973,7.79,7.64
15-Jan-08,10.088,-9374.440141,3354.2,1067.38,89.00000005,19.65,0,0,0,0,0,0,0,0,4.999999523,0,0,2995,0.10207544,0,0.032691505,8.07,7.87
