Date,Stage_LO,Storage,Cut_back,P_Load_Cal,P_Load_StL,P_Load_South
2008-01-31,10.081790166140358,2065838.8236121174,429.0470506912442,0.0,0.0,0.0
2008-02-29,9.979407753671317,2032804.2024603733,481.7728078817734,0.0,0.0,0.0
2008-03-31,10.042673040763988,2053188.4772355957,0.0,0.0,0.0,0.0
2008-04-30,10.200598327216438,2104818.68493094,682.2825238095237,0.0,0.0,0.0
2008-05-31,9.4447156534693,1866861.852575483,3875.8978801843314,0.0,0.0,0.0
2008-06-30,8.684236869465828,1638691.514940064,1405.5409523809526,0.0,0.0,0.0
2008-07-31,9.570396282774135,1906111.0774006674,0.0,0.0,0.0,0.0
2008-08-31,11.507061151540631,2573896.514991579,0.0,0.0,0.0,0.0
2008-09-30,14.81298365600478,3895683.6950274045,0.0,0.0,0.0,0.2620945540637028
2008-10-31,14.997367411872544,3978587.9139354615,0.0,0.0,0.0,0.259775463515132
2008-11-30,14.614448381891785,3806338.692892444,0.0,0.05326567869881089,0.012361026092215444,0.11478053146228881
2008-12-31,14.252980222605817,3642358.9815082517,0.0,0.19033391147657777,0.09350061773329293,0.10925942062255663
2009-01-31,13.760111083148304,3426392.3650973462,0.0,0.2338028296249734,0.05411532770004751,0.05948582642846612
2009-02-28,13.191144568420256,3188251.7325700657,0.0,0.08703190943058048,0.1238762914906298,0.11172160143116751
2009-03-31,12.484398543567767,2908977.837817159,0.0,0.07724441415879951,0.12430455936327604,0.0
2009-04-30,11.716826923137859,2622029.8551532454,0.0,0.0,0.0,0.0
2009-05-31,10.907735777785975,2337322.1924784826,0.0,0.0,0.0,0.0
2009-06-30,11.840696680610156,2666329.1947163935,0.0,0.0,0.0,0.0
2009-07-31,13.146678619274784,3171692.3529015114,0.0,0.0,0.0,0.0
2009-08-31,13.879555551883593,3476914.3659128016,0.0,0.0,0.0,0.09796593404416766
2009-09-30,14.418833128729716,3717937.3929964947,0.0,0.0,0.0,0.09821107350186717
2009-10-31,14.243469060467357,3638047.206250791,0.0,0.0,0.0,0.06555723167128351
2009-11-30,13.58601249557601,3353199.093706303,0.0,0.10939024000160932,0.025385494823776434,0.08073656789505375
2009-12-31,13.328226575917244,3245198.708733408,0.0,0.1544914533223313,0.07655497531733428,0.27034795551053786
2010-01-31,12.966204118504361,3095667.1298561683,0.0,0.2949319021979295,0.06766874692527146,0.3243247468048949
2010-02-28,12.863164327886405,3055181.4305641507,0.0,0.10329398277080266,0.14496306839820777,0.18746666505628756
2010-03-31,13.295796900868693,3233268.802861214,0.0,0.0973075319447431,0.15641087679792295,0.11106744082793181
2010-04-30,14.273832359341913,3651728.8145721653,0.0,0.006773028304237634,0.01471172777320225,0.10226342609285147
2010-05-31,14.617923995863084,3808059.437535504,0.0,4.2454931461253544e-05,0.00030154854530557636,0.06323213134605625
2010-06-30,14.649614201118453,3822238.2521409164,0.0,0.0,0.0,0.0665660057275861
2010-07-31,14.765469428162671,3874435.082602641,0.0,0.0,0.0,0.053652093587512925
2010-08-31,14.798781469055767,3889451.6610750966,0.0,0.0,0.0,0.05390004125070543
2010-09-30,15.03723573098707,3996219.613558712,0.0,0.0,0.0,0.009976315015030988
2010-10-31,14.701555532377172,3845641.4716600934,0.0,0.0,0.0,0.054297697276323074
2010-11-30,14.140114292130601,3591538.278562076,0.0,0.12295246186361905,0.02853279309162821,0.09002602884579229
2010-12-31,13.569621568519382,3346259.305650862,0.0,0.11453739075880583,0.05545940726235149,0.0
