Date,C44RO
1/31/2008,69.6258065
2/29/2008,74.03793109
3/31/2008,55.76451616
4/30/2008,18.24666668
5/31/2008,40.32258067
6/30/2008,90.40000006
7/31/2008,322.2903228
8/31/2008,991.0054841
9/30/2008,351.5966664
10/31/2008,96.48387088
11/30/2008,0
12/31/2008,19.54838709
1/31/2009,15.76774195
2/28/2009,1.67857143
3/31/2009,13.29032259
4/30/2009,4.56466667
5/31/2009,214.4451614
6/30/2009,233.7333335
7/31/2009,236.8
8/31/2009,271.7838709
9/30/2009,394.05
10/31/2009,49.71935486
11/30/2009,0.800000001
12/31/2009,45.45161293
1/31/2010,52.983871
2/28/2010,40.43571431
3/31/2010,346.4741936
4/30/2010,371.3233332
5/31/2010,49.51612887
6/30/2010,165.433333
7/31/2010,175.9999997
8/31/2010,254.6096774
9/30/2010,151.9599999
10/31/2010,17.12258065
11/30/2010,0
12/31/2010,7.064516135
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
