,Date,ShearStress
0,1/1/2008,0.7042097706243172
1,1/2/2008,0.9332815972497038
2,1/3/2008,0.9852238301524135
3,1/4/2008,0.7627305994329627
4,1/5/2008,0.6575687580730943
5,1/6/2008,0.6213560011174932
6,1/7/2008,0.6162876885448028
7,1/8/2008,0.5518179755127252
8,1/9/2008,0.45634509106531834
9,1/10/2008,0.5254029846913685
10,1/11/2008,0.5810129075808551
11,1/12/2008,0.45020947198847017
12,1/13/2008,0.5441372205317275
13,1/14/2008,0.8179511558285997
14,1/15/2008,0.8305242693599701
15,1/16/2008,0.8159303824197175
16,1/17/2008,0.7376436532850028
17,1/18/2008,0.5086288365376289
18,1/19/2008,0.6794510945717808
19,1/20/2008,0.9457863220456529
20,1/21/2008,0.8455071925898257
21,1/22/2008,0.663574222699893
22,1/23/2008,0.29020272718313467
23,1/24/2008,0.6071377228714198
24,1/25/2008,0.8486214036709638
25,1/26/2008,0.533342632009026
26,1/27/2008,0.8106518546947412
27,1/28/2008,0.7184093094037687
28,1/29/2008,0.6534746718913542
29,1/30/2008,0.6000139354805465
30,1/31/2008,0.5994834763910512
31,2/1/2008,0.634548136418115
32,2/2/2008,0.6047625025167515
33,2/3/2008,0.48398767126422
34,2/4/2008,0.5682062631256578
35,2/5/2008,0.7353999679333956
36,2/6/2008,0.7834232257858411
37,2/7/2008,0.7856609555468574
38,2/8/2008,0.6592022671290212
39,2/9/2008,0.48775138199254686
40,2/10/2008,0.8867115498481087
41,2/11/2008,0.8505547150225151
42,2/12/2008,0.7949737247421156
43,2/13/2008,0.8490623955312462
44,2/14/2008,0.7583063773538503
45,2/15/2008,0.6705146391889378
46,2/16/2008,0.6713120683372154
47,2/17/2008,0.7279800336078734
48,2/18/2008,0.7775088414385076
49,2/19/2008,0.7946707085870385
50,2/20/2008,0.7794161321599835
51,2/21/2008,0.7243845169230533
52,2/22/2008,0.7306691421130784
53,2/23/2008,0.783801982050044
54,2/24/2008,0.6709675131793841
55,2/25/2008,0.6080792971323554
56,2/26/2008,0.7996881512742369
57,2/27/2008,0.8878148705220034
58,2/28/2008,0.8392796939433557
59,2/29/2008,0.7824612716688657
60,3/1/2008,0.6903205288501401
61,3/2/2008,0.7394896163217051
62,3/3/2008,0.766351593677671
63,3/4/2008,0.7511870052421477
64,3/5/2008,0.6792154318449966
65,3/6/2008,0.6419995224184545
66,3/7/2008,0.8338747613116949
67,3/8/2008,0.9249373914143251
68,3/9/2008,0.8464828911680873
69,3/10/2008,0.7663760728637785
70,3/11/2008,0.5555604451764105
71,3/12/2008,0.7411628257705937
72,3/13/2008,0.7184339386348438
73,3/14/2008,0.6035330337606478
74,3/15/2008,0.7668012257006598
75,3/16/2008,0.7386704531557811
76,3/17/2008,0.8445182592548618
77,3/18/2008,0.8522807783367861
78,3/19/2008,0.8389586723344311
79,3/20/2008,0.8502327066419859
80,3/21/2008,0.8112495136012398
81,3/22/2008,0.586790209398275
82,3/23/2008,0.6080363151311605
83,3/24/2008,0.8169620168134926
84,3/25/2008,0.8633687325016484
85,3/26/2008,0.7246137171221594
86,3/27/2008,0.6365831873192549
87,3/28/2008,0.6202409576360568
88,3/29/2008,0.5818817870537365
89,3/30/2008,0.6479083337463938
90,3/31/2008,0.7825410183609982
91,4/1/2008,0.7297929009764038
92,4/2/2008,0.6200715979712078
93,4/3/2008,0.754194369020697
94,4/4/2008,0.8130768998562277
95,4/5/2008,0.8071945434600875
96,4/6/2008,0.7789366249996685
97,4/7/2008,0.7022481122594066
98,4/8/2008,0.7163508338641631
99,4/9/2008,0.7573994343601294
100,4/10/2008,0.6640548445336337
101,4/11/2008,0.664459966330515
102,4/12/2008,0.5688458747378089
103,4/13/2008,0.684549041533572
104,4/14/2008,0.7769642430409102
105,4/15/2008,0.8237893220571313
106,4/16/2008,0.8387176726022285
107,4/17/2008,0.7518647063449863
108,4/18/2008,0.6005766641761197
109,4/19/2008,0.5930387510497597
110,4/20/2008,0.5747787774935877
111,4/21/2008,0.6402108516046355
112,4/22/2008,0.679750890719645
113,4/23/2008,0.7324342815766469
114,4/24/2008,0.7703070868777606
115,4/25/2008,0.7355561618093602
116,4/26/2008,0.6810690836216475
117,4/27/2008,0.7123468765898965
118,4/28/2008,0.7602281488353589
119,4/29/2008,0.7209473007257371
120,4/30/2008,0.7674204265917302
121,5/1/2008,0.7954099483403564
122,5/2/2008,0.7822989047866413
123,5/3/2008,0.6887660322985616
124,5/4/2008,0.6084671511869626
125,5/5/2008,0.6577145959462406
126,5/6/2008,0.6591297091165003
127,5/7/2008,0.6921126937993172
128,5/8/2008,0.7565422939648123
129,5/9/2008,0.7892577159314117
130,5/10/2008,0.7019842492156049
131,5/11/2008,0.8398339131395562
132,5/12/2008,0.8901489084287686
133,5/13/2008,0.7932330126181065
134,5/14/2008,0.8244187692270861
135,5/15/2008,0.8039595843950462
136,5/16/2008,0.7286513591327584
137,5/17/2008,0.7933780687629332
138,5/18/2008,0.8260761922520188
139,5/19/2008,0.8201337276608598
140,5/20/2008,0.8545801778589206
141,5/21/2008,0.8899788881669597
142,5/22/2008,0.7143438210928237
143,5/23/2008,0.6962986439664715
144,5/24/2008,0.6796188209282988
145,5/25/2008,0.8961615833335979
146,5/26/2008,0.9028221622921763
147,5/27/2008,0.8490461169518333
148,5/28/2008,0.8354856046275966
149,5/29/2008,0.7931005077936195
150,5/30/2008,0.8729764008743071
151,5/31/2008,0.7960254018258104
152,6/1/2008,0.7268153138953124
153,6/2/2008,0.7093478779164393
154,6/3/2008,0.6234173137726309
155,6/4/2008,0.7559401955044336
156,6/5/2008,0.8678953467848749
157,6/6/2008,0.8867118009288127
158,6/7/2008,0.8707468516501593
159,6/8/2008,0.8412985588410676
160,6/9/2008,0.651484512258717
161,6/10/2008,0.6537681010235797
162,6/11/2008,0.6949060798669043
163,6/12/2008,0.7822179746862945
164,6/13/2008,0.8170766275453634
165,6/14/2008,0.8119923552159997
166,6/15/2008,0.6844033129053352
167,6/16/2008,0.7236961881569443
168,6/17/2008,0.8214682152391346
169,6/18/2008,0.882237495045685
170,6/19/2008,0.8435850922393738
171,6/20/2008,0.7292345148229161
172,6/21/2008,0.7112543819905732
173,6/22/2008,0.6989251027367817
174,6/23/2008,0.6974952626592028
175,6/24/2008,0.6862250288983762
176,6/25/2008,0.871853417680555
177,6/26/2008,0.8335039299068208
178,6/27/2008,0.6664950624941085
179,6/28/2008,0.7043471510046015
180,6/29/2008,0.6690624758848691
181,6/30/2008,0.6282896973125919
182,7/1/2008,0.7443025320149682
183,7/2/2008,0.5846943336663788
184,7/3/2008,0.5237294006862038
185,7/4/2008,0.5889274848042458
186,7/5/2008,0.6452747681630177
187,7/6/2008,0.6959615019265799
188,7/7/2008,0.703277570523489
189,7/8/2008,0.7388090792273143
190,7/9/2008,0.7366766549616771
191,7/10/2008,0.6580535439513997
192,7/11/2008,0.5436704407956576
193,7/12/2008,0.6511273133286664
194,7/13/2008,0.7587195451460402
195,7/14/2008,0.7937019033360422
196,7/15/2008,0.7384805964301833
197,7/16/2008,0.8206758784278366
198,7/17/2008,0.6355253122347061
199,7/18/2008,0.42417739674976024
200,7/19/2008,0.43456412025249214
201,7/20/2008,0.571915859055576
202,7/21/2008,0.5925262797782019
203,7/22/2008,0.6640090690002303
204,7/23/2008,0.5754038025507784
205,7/24/2008,0.47362953980471945
206,7/25/2008,0.47893607441699537
207,7/26/2008,0.4718488774200992
208,7/27/2008,0.47776074579544353
209,7/28/2008,0.5952930527253831
210,7/29/2008,0.5975640380731919
211,7/30/2008,0.566916641778627
212,7/31/2008,0.41406027832035686
213,8/1/2008,0.4511242893203859
214,8/2/2008,0.371348274868506
215,8/3/2008,0.5451814463706661
216,8/4/2008,0.5596788130204909
217,8/5/2008,0.4573691576532707
218,8/6/2008,0.47238401391560075
219,8/7/2008,0.44415444917722247
220,8/8/2008,0.5604562012725176
221,8/9/2008,0.6547735680843193
222,8/10/2008,0.5940172384654633
223,8/11/2008,0.54326019577553
224,8/12/2008,0.5297154298418818
225,8/13/2008,0.6392285035616043
226,8/14/2008,0.5954233586197819
227,8/15/2008,0.46028681432771523
