Date,Stage_LO,Storage,Cut_back,P_Load_Cal,P_Load_StL,P_Load_South
2008-01-31,9.987569555203011,2035859.3762887896,429.0470506912442,0.021217392598133294,0.0018345616022814519,0.0
2008-02-29,9.676655395113842,1938763.1724852906,481.7728078817734,0.04819415430050844,0.022899442227526903,0.0
2008-03-31,9.537886210968894,1895744.7254003566,0.0,0.0831593531940967,0.02901254072012525,0.0
2008-04-30,9.484714276739375,1879261.4257892063,682.2825238095237,0.14132731577757898,0.05421371290447771,0.0
2008-05-31,8.466545072719882,1576268.1144652502,4459.117235023042,0.1594212295631158,0.04340470490247777,0.0
2008-06-30,7.469888016263937,1297809.5404237905,1675.0456666666666,0.18092855967788715,0.05269370478708037,0.0
2008-07-31,8.149276042305125,1485581.9695594325,0.0,0.20733681054006706,0.08209422087129077,0.0
2008-08-31,10.003767497125825,2064639.8198833175,0.0,0.305800158129688,0.11337065540500638,0.0
2008-09-30,13.474497725820354,3306603.7551337196,0.0,0.48977311970575604,0.1993817123677476,0.11547235328610578
2008-10-31,13.510544606190884,3321513.3276857934,0.0,0.5186182316819936,0.20676352048487248,0.17134897536423674
2008-11-30,12.928822192597034,3082686.6363900197,0.0,0.4423654924620119,0.179134655344449,0.10381008991494953
2008-12-31,12.411284213247374,2880755.706313486,0.0,0.42303871745659,0.17696152062684783,0.14388286235025624
2009-01-31,11.806398323332608,2653710.0016084514,275.82451612903236,0.39703089629183885,0.04290808584970633,0.0810612066195661
2009-02-28,11.119891186269005,2409965.0976978266,819.0288775510205,0.2878995017063905,0.13292503549008963,0.11373090038461024
2009-03-31,10.337813393140168,2149763.405260547,1747.6034562211976,0.2509172330313691,0.08822450190465556,0.0
2009-04-30,9.436187289398726,1864512.5362530786,2281.7999523809526,0.2779070630106063,0.10649302199766948,0.0
2009-05-31,8.557443252582145,1602342.8197262506,2550.7990783410146,0.24514982490351037,0.06694451420843824,0.0
2009-06-30,9.553952311064164,1900756.8759561176,792.1654285714285,0.2533818647702715,0.07379871448971148,0.0
2009-07-31,11.045350421282329,2385651.8472866183,18.144055299539176,0.2894306144349729,0.11463140491139671,0.0
2009-08-31,11.729139034286202,2625573.496205888,64.14525345622123,0.33110486859167326,0.12286866945574501,0.048412526641514395
2009-09-30,12.196448395724087,2797882.738105806,0.0,0.28877590613724863,0.11746461988546747,0.07668020809358352
2009-10-31,11.800312366704842,2651998.7788081896,147.81520737327193,0.28306119632052795,0.11286077253295941,0.07076034719361132
2009-11-30,10.906615166526112,2337358.2180372262,1150.695,0.23159908480103517,0.09378273895291293,0.08101594182813132
2009-12-31,10.543808156491306,2217228.1843857965,0.0,0.21841423857795286,0.0913656169932781,0.21148952445600527
2010-01-31,10.061174811931771,2059139.198860049,0.0,0.20637370964506813,0.02224591230582133,0.1869748861231898
2010-02-28,9.910121617320295,2011137.7013692912,0.0,0.1583212716919234,0.07326826509170706,0.08978544933430337
2010-03-31,10.423347550199852,2179042.4364214926,8.199447004608277,0.15776889783580364,0.05532905624256053,0.04999396426273494
2010-04-30,11.551067516141758,2562180.035746466,0.0,0.22904661840038035,0.08783176414713423,0.0669860142145692
2010-05-31,11.794242545457353,2648790.408439534,0.0,0.23157497057910517,0.06318092059471937,0.05664693740400567
2010-06-30,11.651358421907249,2597883.59819898,0.0,0.21789876996635016,0.06343990151614003,0.07624937377633005
2010-07-31,11.608780013696883,2582725.68487609,73.2279262672811,0.20545012856849088,0.0812383425847121,0.06033635622661982
2010-08-31,11.457972376720637,2529038.166112547,61.97248847926268,0.204250270856656,0.07581437361244248,0.05805815223196364
2010-09-30,11.567122616525417,2567895.651483048,86.07033333333334,0.17386470189257003,0.0707113929326649,0.009068890678294726
2010-10-31,10.992914836251863,2367013.865920921,948.207741935484,0.17410912697871134,0.06941603265800855,0.042670911501508445
2010-11-30,10.141345318220083,2086013.0212755057,1164.1006666666665,0.1502800694846139,0.06085610857788445,0.05182664688718401
2010-12-31,9.348662909334069,1837085.501893561,798.5633640552994,0.14970357705891238,0.06262564710335915,0.0
2011-01-31,8.985116281107624,1725427.3310088203,1229.6248847926265,0.15874968171913043,0.01693547385665366,0.0
2011-02-28,8.681068233984938,1637777.4643576692,2910.2835204081634,0.13008813040335523,0.060315419578047806,0.0
2011-03-31,8.088602944732443,1468100.9694535576,2254.830921658987,0.12784466209109643,0.044871447978737135,0.0
2011-04-30,7.558397232185086,1321884.0471543442,2763.8180952380953,0.16645867631912678,0.06381728596174274,0.0
2011-05-31,6.525335624787884,1051360.6295909574,3381.4336405529953,0.1787214284623775,0.04866894537334262,0.0
2011-06-30,5.356000716277806,765440.1719066735,1300.6229047619047,0.2111456982783887,0.06151611607802857,0.0
2011-07-31,5.351841539799399,764441.9695518555,488.66110599078337,0.24842716110399302,0.09840041850320841,0.0
2011-08-31,5.500723171780918,800173.5612274201,1522.960184331797,0.29945222199795846,0.1111152669358001,0.0
2011-09-30,5.9462524475082965,907297.7980396596,204.0260476190476,0.2961371280787322,0.12048302739788716,0.0
2011-10-31,7.320149766595263,1268912.5183830599,65.80456221198158,0.4090532891455856,0.1630121667122359,0.0
2011-11-30,9.517357289809778,1889380.7598410312,297.59214285714285,0.5289280475819039,0.2142039126566601,0.011074701039371516
2011-12-31,9.193210004204499,1788942.1580912408,248.2531797235023,0.5062581591989188,0.21176717596508904,0.2656146608878144
2012-01-31,8.625113708712782,1621756.2588728573,299.64451612903224,0.46844880777164477,0.05063691097004416,0.16782784036889084
2012-02-29,8.132060505775293,1480271.4757905072,483.42660098522174,0.3392911593781948,0.15711296968432453,0.1974505113812327
2012-03-31,7.570703423023878,1325231.3310624948,1498.4311520737328,0.2950786341965102,0.10375028135595701,0.03838390549986511
2012-04-30,6.7592845554967775,1110504.8835191831,2062.447476190476,0.32240115224321036,0.12353901984736756,0.0
2012-05-31,6.169345039132875,962356.2382531181,3404.177050691244,0.289031354217641,0.07892478298173859,0.0
2012-06-30,6.013135054847877,923604.6231795015,1319.0408571428572,0.27006989656830416,0.07862690111869289,0.0
2012-07-31,6.1032964904209,945828.0359862086,360.37746543778803,0.2780156541696443,0.10994057215692206,0.02103441044559117
2012-08-31,6.379578543854302,1019320.2815438634,266.3880184331797,0.30375299746690154,0.11272322251146587,0.09942041755793271
2012-09-30,10.014758036400586,2048527.6512262074,113.29123809523809,0.47252178060186595,0.19253732965471915,0.14364299127455477
2012-10-31,11.430222237633552,2519172.308160966,207.82741935483875,0.6272847880467481,0.2500537341120178,0.42836068885573503
2012-11-30,11.022820219233303,2376619.6576337414,502.3123333333333,0.5540585411845605,0.22436159553318571,0.5449998370516725
2012-12-31,10.577175289002305,2228124.3414468016,0.0,0.5271060530555717,0.2204981332715105,0.45806848436547326
2013-01-31,10.16692092622986,2094298.9332872701,294.4661751152073,0.5065387949076793,0.054550687397354525,0.4320583983470739
2013-02-28,9.486334964909455,1879763.8391219317,1060.7438265306118,0.36742191477015884,0.16962334400627568,0.3717734220927368
2013-03-31,8.757616468983697,1660174.5118903376,663.8184331797236,0.3230715169157532,0.11361230453456315,0.32225265164370404
2013-04-30,8.016494028092698,1448359.7928462508,1100.9708095238095,0.36969148030274857,0.14168530944133134,0.27621313600121106
2013-05-31,7.520948166935739,1311697.9014065207,846.0047004608292,0.3265109061936893,0.08919604173778999,0.20239961234369314
